dpto,nomdpto,barrio,NOM_BARRIO,estrato,nper,sexo,edad,ascendencia,primaria,primaria_finalizado,educacionMedia,educacionMedia_finalizado,educacionTecnica,educacionTecnica_finalizado,magisterio,magisterio_Finalizado,universisdad,universidad_Finalizado,noUniversitario,noUniversitario_finalizado,postgrado,postgrado_finalizado,actividad_economica,total_ingresos
1,MONTEVIDEO,8,Pocitos,5,1,1,42,3,2,1,2,1,3,0,3,0,2,1,3,0,2,1,2,66751
1,MONTEVIDEO,8,Pocitos,5,2,2,41,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,48751
1,MONTEVIDEO,8,Pocitos,5,3,1,12,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,8,Pocitos,5,4,2,9,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,9,Buceo,5,1,1,35,3,2,1,2,1,3,0,3,0,3,0,2,1,3,0,2,52760
1,MONTEVIDEO,9,Buceo,5,2,2,35,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,21727
1,MONTEVIDEO,9,Buceo,5,3,1,4,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,45,La Figurita,4,1,2,53,3,2,1,2,1,3,0,2,1,2,2,3,0,3,0,2,70601
1,MONTEVIDEO,45,La Figurita,4,2,1,26,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,11601
1,MONTEVIDEO,8,Pocitos,5,1,1,47,3,2,1,2,1,3,0,3,0,2,2,2,2,3,0,2,61732
1,MONTEVIDEO,8,Pocitos,5,2,2,39,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,7,0
1,MONTEVIDEO,8,Pocitos,5,3,1,6,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,8,Pocitos,5,4,2,4,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,4,Cordon,3,1,2,84,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,19000
1,MONTEVIDEO,4,Cordon,3,2,2,84,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,13000
1,MONTEVIDEO,34,Penarol Lavalleja,3,1,2,49,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,4,5200
1,MONTEVIDEO,34,Penarol Lavalleja,3,2,1,54,3,2,1,3,0,2,1,3,0,3,0,3,0,3,0,2,6500
1,MONTEVIDEO,34,Penarol Lavalleja,3,3,1,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7100
1,MONTEVIDEO,21,Jardines del Hipodromo,2,1,1,18,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,2,19601
1,MONTEVIDEO,38,La Teja,3,1,2,90,3,2,1,3,0,2,1,3,0,3,0,3,0,3,0,10,17000
1,MONTEVIDEO,38,La Teja,3,2,1,74,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,9,5600
1,MONTEVIDEO,53,Conciliacion,3,1,1,62,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,2,16811
1,MONTEVIDEO,53,Conciliacion,3,2,2,61,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,0
1,MONTEVIDEO,53,Conciliacion,3,3,1,29,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,9,6311
1,MONTEVIDEO,28,Las Acacias,2,1,2,41,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,16130
1,MONTEVIDEO,8,Pocitos,4,1,1,55,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,42369
1,MONTEVIDEO,8,Pocitos,4,2,2,60,3,2,1,2,1,3,0,2,2,2,2,3,0,3,0,10,19000
1,MONTEVIDEO,8,Pocitos,4,3,1,27,3,2,1,2,1,3,0,3,0,1,2,1,2,3,0,2,23736
1,MONTEVIDEO,8,Pocitos,4,4,1,25,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,21736
1,MONTEVIDEO,8,Pocitos,4,5,2,23,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,11000
1,MONTEVIDEO,8,Pocitos,5,1,2,41,3,2,1,2,1,3,0,3,0,2,1,3,0,2,1,2,92285
1,MONTEVIDEO,8,Pocitos,5,2,2,10,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,62,Manga,2,1,1,64,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,20000
1,MONTEVIDEO,62,Manga,2,2,2,62,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,62,Manga,2,3,2,42,3,2,1,2,1,3,0,2,1,2,2,3,0,3,0,2,30751
1,MONTEVIDEO,62,Manga,2,4,2,4,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,34,Penarol Lavalleja,2,1,1,53,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,10000
1,MONTEVIDEO,34,Penarol Lavalleja,2,2,2,52,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,7800
1,MONTEVIDEO,24,Villa Espanola,3,1,2,67,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,21800
1,MONTEVIDEO,24,Villa Espanola,3,2,1,27,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,31842
1,MONTEVIDEO,45,La Figurita,4,1,1,56,3,2,1,3,0,2,1,3,0,3,0,3,0,3,0,2,31101
1,MONTEVIDEO,45,La Figurita,4,2,2,56,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,36601
1,MONTEVIDEO,45,La Figurita,4,3,2,84,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,24000
1,MONTEVIDEO,20,Pta. Rieles Bella Italia,1,1,2,45,4,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,17764
1,MONTEVIDEO,9,Buceo,4,1,1,65,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,10,4600
1,MONTEVIDEO,33,Paso de las Duranas,4,1,1,55,3,2,1,2,1,2,1,3,0,2,2,3,0,3,0,2,32934
1,MONTEVIDEO,33,Paso de las Duranas,4,2,2,40,3,2,1,2,1,3,0,2,1,2,2,3,0,3,0,2,20601
1,MONTEVIDEO,33,Paso de las Duranas,4,3,2,9,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,33,Paso de las Duranas,4,4,1,4,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,11,Malvin,4,1,1,75,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,10,37600
1,MONTEVIDEO,11,Malvin,4,2,2,71,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,10,12500
1,MONTEVIDEO,50,Tres Cruces,4,1,1,36,3,2,1,2,1,2,1,3,0,3,0,3,0,3,0,2,66647
1,MONTEVIDEO,28,Las Acacias,2,1,2,47,3,2,1,2,1,2,1,3,0,3,0,3,0,3,0,2,24732
1,MONTEVIDEO,28,Las Acacias,2,2,1,31,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,32602
1,MONTEVIDEO,37,La Paloma Tomkinson,1,1,2,60,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,4566
1,MONTEVIDEO,37,La Paloma Tomkinson,1,2,1,52,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,500
1,MONTEVIDEO,37,La Paloma Tomkinson,1,3,1,17,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,7,Punta Carretas,5,1,1,62,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,10,18000
1,MONTEVIDEO,7,Punta Carretas,5,2,2,24,3,2,1,2,1,3,0,2,1,3,0,3,0,3,0,2,23432
1,MONTEVIDEO,43,Atahualpa,5,1,1,59,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,46601
1,MONTEVIDEO,17,Maronas Parque Guarani,1,1,1,57,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,22230
1,MONTEVIDEO,9,Buceo,4,1,1,54,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,24442
1,MONTEVIDEO,9,Buceo,4,2,2,50,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,10,6600
1,MONTEVIDEO,9,Buceo,4,3,2,27,3,2,1,2,1,2,1,3,0,3,0,3,0,3,0,2,13742
1,MONTEVIDEO,9,Buceo,4,4,1,25,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,4,0
1,MONTEVIDEO,9,Buceo,4,5,1,10,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,4,Cordon,3,1,1,31,1,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,23601
1,MONTEVIDEO,4,Cordon,3,2,2,28,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,4,0
1,MONTEVIDEO,8,Pocitos,4,1,2,46,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,24182
1,MONTEVIDEO,8,Pocitos,4,2,1,40,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,37112
1,MONTEVIDEO,8,Pocitos,4,3,2,20,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,11234
1,MONTEVIDEO,8,Pocitos,4,4,2,19,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,10530
1,MONTEVIDEO,9,Buceo,4,1,1,87,3,2,1,3,0,2,1,3,0,3,0,3,0,3,0,10,15000
1,MONTEVIDEO,9,Buceo,4,2,2,89,3,2,1,2,1,3,0,2,1,3,0,3,0,3,0,10,20000
1,MONTEVIDEO,23,Union,2,1,2,38,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,16220
1,MONTEVIDEO,23,Union,2,2,1,12,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,23,Union,2,3,1,10,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,23,Union,2,4,2,5,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,51,Brazo Oriental,4,1,1,76,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,10,8200
1,MONTEVIDEO,51,Brazo Oriental,4,2,2,72,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,11,0
1,MONTEVIDEO,23,Union,3,1,1,75,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,7300
1,MONTEVIDEO,23,Union,3,2,2,70,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,9000
1,MONTEVIDEO,53,Conciliacion,2,1,1,53,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,46742
1,MONTEVIDEO,53,Conciliacion,2,2,2,50,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,53,Conciliacion,2,3,1,16,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,57,Paso de la Arena,1,1,1,34,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,52536
1,MONTEVIDEO,57,Paso de la Arena,1,2,2,33,3,2,1,2,1,3,0,2,1,3,0,3,0,3,0,2,19736
1,MONTEVIDEO,57,Paso de la Arena,1,3,2,5,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,57,Paso de la Arena,1,4,2,3,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,49,La Comercial,3,1,2,78,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,19000
1,MONTEVIDEO,49,La Comercial,3,2,1,51,3,2,1,2,1,2,2,3,0,3,0,3,0,3,0,2,12654
1,MONTEVIDEO,8,Pocitos,5,1,2,65,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,48,Villa Munoz Retiro,3,1,1,76,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,10,21900
1,MONTEVIDEO,8,Pocitos,5,1,1,26,1,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,41601
1,MONTEVIDEO,18,Flor de Maronas,3,1,1,48,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,31701
1,MONTEVIDEO,18,Flor de Maronas,3,2,2,49,3,2,1,2,1,2,1,3,0,3,0,3,0,3,0,2,12129
1,MONTEVIDEO,44,Jacinto Vera,3,1,2,67,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,10,20000
1,MONTEVIDEO,44,Jacinto Vera,3,2,2,29,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,15678
1,MONTEVIDEO,44,Jacinto Vera,3,3,2,3,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,1,1,30,1,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,19332
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,2,2,26,4,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,7341
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,3,1,7,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,MONTEVIDEO,24,Villa Espanola,2,1,1,70,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,17601
1,MONTEVIDEO,24,Villa Espanola,2,2,2,54,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,40,Capurro Bella Vista,3,1,2,62,3,2,1,2,1,3,0,3,0,2,1,3,0,2,1,2,50434
1,MONTEVIDEO,40,Capurro Bella Vista,3,2,1,23,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,4,0
1,MONTEVIDEO,62,Manga,1,1,1,50,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,24902
1,MONTEVIDEO,62,Manga,1,2,2,48,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,20696
1,MONTEVIDEO,62,Manga,1,3,2,12,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,62,Manga,1,4,2,6,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,6,Parque Rodo,5,1,2,70,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,8,0
1,MONTEVIDEO,45,La Figurita,3,1,1,70,3,2,1,3,0,2,2,3,0,3,0,3,0,3,0,10,18000
1,MONTEVIDEO,45,La Figurita,3,2,1,36,3,2,1,3,0,2,2,3,0,3,0,3,0,3,0,2,13601
1,MONTEVIDEO,45,La Figurita,3,3,2,34,3,2,1,3,0,2,2,3,0,3,0,3,0,3,0,2,13762
1,MONTEVIDEO,45,La Figurita,3,4,1,6,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,45,La Figurita,3,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,MONTEVIDEO,1,Ciudad Vieja,3,1,2,75,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,10,35000
1,MONTEVIDEO,33,Paso de las Duranas,3,1,2,70,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,11000
1,MONTEVIDEO,33,Paso de las Duranas,3,2,2,49,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,4,0
1,MONTEVIDEO,11,Malvin,5,1,2,53,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,10000
1,MONTEVIDEO,11,Malvin,5,2,2,18,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,3,0
1,MONTEVIDEO,41,Aguada,3,1,2,66,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,7000
1,MONTEVIDEO,41,Aguada,3,2,1,64,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,4000
1,MONTEVIDEO,60,Lezica Melilla,2,1,1,56,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,14101
1,MONTEVIDEO,46,Larranaga,4,1,2,48,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,14750
1,MONTEVIDEO,46,Larranaga,4,2,1,52,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,14750
1,MONTEVIDEO,46,Larranaga,4,3,2,24,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,13750
1,MONTEVIDEO,46,Larranaga,4,4,2,22,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,10750
1,MONTEVIDEO,55,Nuevo Paris,1,1,2,34,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,12232
1,MONTEVIDEO,9,Buceo,4,1,2,31,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,2,18901
1,MONTEVIDEO,9,Buceo,4,2,1,28,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,25202
1,MONTEVIDEO,58,Colon Sureste Abayuba,2,1,1,46,1,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,68427
1,MONTEVIDEO,58,Colon Sureste Abayuba,2,2,2,47,3,2,1,2,1,2,1,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,58,Colon Sureste Abayuba,2,3,2,19,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,7,0
1,MONTEVIDEO,58,Colon Sureste Abayuba,2,4,1,14,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,42,Reducto,3,1,2,48,3,2,1,2,1,3,0,3,0,2,1,3,0,1,2,2,97227
1,MONTEVIDEO,42,Reducto,3,2,1,52,3,2,1,2,1,3,0,2,2,3,0,3,0,3,0,2,16727
1,MONTEVIDEO,42,Reducto,3,3,1,18,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,23,Union,2,1,1,47,1,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,49501
1,MONTEVIDEO,23,Union,2,2,2,49,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,50454
1,MONTEVIDEO,23,Union,2,3,1,19,3,2,1,1,2,2,1,3,0,3,0,3,0,3,0,4,0
1,MONTEVIDEO,23,Union,2,4,1,14,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,11,0
1,MONTEVIDEO,62,Manga,2,1,2,63,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,9,662
1,MONTEVIDEO,62,Manga,2,2,1,67,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,10,22000
1,MONTEVIDEO,62,Manga,2,3,1,29,3,2,1,2,1,3,0,1,2,3,0,3,0,3,0,7,0
1,MONTEVIDEO,8,Pocitos,5,1,2,72,3,2,1,2,1,3,0,3,0,2,2,2,1,3,0,10,31500
1,MONTEVIDEO,8,Pocitos,5,2,2,52,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,10,6200
1,MONTEVIDEO,38,La Teja,3,1,2,62,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,16884
1,MONTEVIDEO,38,La Teja,3,2,1,25,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,2,30736
1,MONTEVIDEO,8,Pocitos,5,1,1,23,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,16750
1,MONTEVIDEO,8,Pocitos,5,2,1,70,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,45750
1,MONTEVIDEO,8,Pocitos,5,3,2,58,3,2,1,2,1,3,0,3,0,2,1,3,0,2,1,2,161750
1,MONTEVIDEO,8,Pocitos,5,4,2,21,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,5750
1,MONTEVIDEO,62,Manga,2,1,2,63,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,9,4500
1,MONTEVIDEO,62,Manga,2,2,1,68,3,2,1,2,2,2,2,3,0,3,0,3,0,3,0,10,19000
1,MONTEVIDEO,10,Pque. Batlle V. Dolores,4,1,2,42,3,2,1,2,1,3,0,3,0,3,0,2,1,3,0,2,108980
1,MONTEVIDEO,10,Pque. Batlle V. Dolores,4,2,1,11,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,10,Pque. Batlle V. Dolores,4,3,2,6,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,46,Larranaga,4,1,1,43,3,2,1,2,1,2,1,3,0,2,2,3,0,3,0,2,51152
1,MONTEVIDEO,46,Larranaga,4,2,2,32,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,30261
1,MONTEVIDEO,8,Pocitos,4,1,2,50,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,122575
1,MONTEVIDEO,8,Pocitos,4,2,2,14,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,47,La Blanqueada,4,1,2,55,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,10,30000
1,MONTEVIDEO,47,La Blanqueada,4,2,2,22,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,12727
1,MONTEVIDEO,47,La Blanqueada,4,3,2,20,3,2,1,2,1,3,0,1,2,3,0,3,0,3,0,7,0
1,MONTEVIDEO,50,Tres Cruces,4,1,2,48,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,21601
1,MONTEVIDEO,50,Tres Cruces,4,2,2,19,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,7,0
1,MONTEVIDEO,23,Union,3,1,2,54,3,2,1,2,1,3,0,1,2,2,2,3,0,3,0,7,30000
1,MONTEVIDEO,23,Union,3,2,1,20,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,11,10500
1,MONTEVIDEO,23,Union,3,3,2,20,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,2400
1,MONTEVIDEO,36,Casabo Pajas Blancas,2,1,2,52,4,2,2,3,0,3,0,3,0,3,0,3,0,3,0,9,7500
1,MONTEVIDEO,36,Casabo Pajas Blancas,2,2,2,19,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,4,0
1,MONTEVIDEO,42,Reducto,3,1,2,59,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,14548
1,MONTEVIDEO,42,Reducto,3,2,2,88,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,9,10500
1,MONTEVIDEO,19,Las Canteras,3,1,1,62,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,13000
1,MONTEVIDEO,19,Las Canteras,3,2,2,61,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,5000
1,MONTEVIDEO,9,Buceo,4,1,2,78,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,10,39000
1,MONTEVIDEO,9,Buceo,4,2,1,80,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,10,130000
1,MONTEVIDEO,23,Union,2,1,1,67,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,30635
1,MONTEVIDEO,23,Union,2,2,1,21,3,2,1,2,1,2,2,3,0,3,0,3,0,3,0,2,16751
1,MONTEVIDEO,23,Union,2,3,1,21,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,29451
1,MONTEVIDEO,19,Las Canteras,2,1,1,46,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,2,0
1,MONTEVIDEO,19,Las Canteras,2,2,2,56,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,2,8319
1,MONTEVIDEO,19,Las Canteras,2,3,2,3,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,19,Las Canteras,2,4,1,13,1,2,1,1,2,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,19,Las Canteras,2,5,1,16,1,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,54,Belvedere,3,1,2,66,3,2,1,3,0,2,1,3,0,3,0,3,0,3,0,10,35000
1,MONTEVIDEO,54,Belvedere,3,2,2,88,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,9,18000
1,MONTEVIDEO,11,Malvin,5,1,2,36,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,31727
1,MONTEVIDEO,11,Malvin,5,2,1,30,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,50927
1,MONTEVIDEO,11,Malvin,5,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,MONTEVIDEO,9,Buceo,4,1,2,54,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,38727
1,MONTEVIDEO,9,Buceo,4,2,2,20,3,2,1,2,1,3,0,3,0,1,2,1,2,3,0,7,2500
1,MONTEVIDEO,9,Buceo,4,3,2,16,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,12500
1,MONTEVIDEO,16,Banados de Carrasco,1,1,1,75,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,10,25600
1,MONTEVIDEO,16,Banados de Carrasco,1,2,2,56,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,6000
1,MONTEVIDEO,55,Nuevo Paris,1,1,1,24,1,2,1,2,2,2,2,3,0,3,0,3,0,3,0,2,24327
1,MONTEVIDEO,58,Colon Sureste Abayuba,2,1,2,63,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,9,12600
1,MONTEVIDEO,58,Colon Sureste Abayuba,2,2,1,40,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,4,12000
1,MONTEVIDEO,58,Colon Sureste Abayuba,2,3,2,36,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,4,0
1,MONTEVIDEO,58,Colon Sureste Abayuba,2,4,2,25,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,2,24742
1,MONTEVIDEO,8,Pocitos,4,1,2,45,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,79227
1,MONTEVIDEO,8,Pocitos,4,2,1,45,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,34810
1,MONTEVIDEO,8,Pocitos,4,3,2,13,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,17,Maronas Parque Guarani,2,1,1,50,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,15751
1,MONTEVIDEO,17,Maronas Parque Guarani,2,2,2,50,3,2,1,2,1,3,0,3,0,3,0,2,1,3,0,2,1751
1,MONTEVIDEO,17,Maronas Parque Guarani,2,3,1,6,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,15,Carrasco Norte,4,1,2,77,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,9,14000
1,MONTEVIDEO,15,Carrasco Norte,4,2,1,47,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,79101
1,MONTEVIDEO,33,Paso de las Duranas,4,1,2,85,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,9,18000
1,MONTEVIDEO,33,Paso de las Duranas,4,2,1,61,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,600
1,MONTEVIDEO,33,Paso de las Duranas,4,3,1,22,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,6727
1,MONTEVIDEO,33,Paso de las Duranas,4,4,1,19,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,2,11727
1,MONTEVIDEO,29,Aires Puros,4,1,1,45,3,2,1,2,2,2,2,3,0,3,0,3,0,3,0,2,29736
1,MONTEVIDEO,29,Aires Puros,4,2,2,41,3,2,1,2,1,3,0,2,2,3,0,3,0,3,0,2,19736
