dpto,nomdpto,barrio,NOM_BARRIO,estrato,nper,sexo,edad,ascendencia,primaria,primaria_finalizado,educacionMedia,educacionMedia_finalizado,educacionTecnica,educacionTecnica_finalizado,magisterio,magisterio_Finalizado,universisdad,universidad_Finalizado,noUniversitario,noUniversitario_finalizado,postgrado,postgrado_finalizado,actividad_economica,total_ingresos
1,MONTEVIDEO,35,Cerro,3,3,2,86,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,35,Cerro,3,4,1,85,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,10,48000
1,MONTEVIDEO,41,Aguada,3,1,1,56,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,46750
1,MONTEVIDEO,41,Aguada,3,2,1,70,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,10,30000
1,MONTEVIDEO,42,Reducto,3,1,2,86,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,10,11500
1,MONTEVIDEO,51,Brazo Oriental,2,1,1,58,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,33500
1,MONTEVIDEO,51,Brazo Oriental,2,2,2,55,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,41601
1,MONTEVIDEO,20,Pta. Rieles Bella Italia,1,1,2,49,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,20,Pta. Rieles Bella Italia,1,2,1,43,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,31727
1,MONTEVIDEO,7,Punta Carretas,5,1,2,64,3,2,1,2,1,3,0,3,0,2,1,3,0,2,1,10,51000
1,MONTEVIDEO,7,Punta Carretas,5,2,1,28,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,2,14751
1,MONTEVIDEO,18,Flor de Maronas,3,1,1,78,3,2,1,3,0,2,2,3,0,3,0,3,0,3,0,2,14000
1,MONTEVIDEO,23,Union,2,1,1,58,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,64166
1,MONTEVIDEO,62,Manga,1,1,2,38,4,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,17601
1,MONTEVIDEO,62,Manga,1,2,1,41,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,16601
1,MONTEVIDEO,62,Manga,1,3,1,16,4,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,62,Manga,1,4,2,18,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,3,2100
1,MONTEVIDEO,8,Pocitos,4,1,2,74,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,10,11000
1,MONTEVIDEO,2,Centro,4,1,2,51,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,59393
1,MONTEVIDEO,8,Pocitos,5,1,2,69,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,9126
1,MONTEVIDEO,6,Parque Rodo,5,1,1,24,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,31236
1,MONTEVIDEO,8,Pocitos,5,1,1,86,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,10,34500
1,MONTEVIDEO,8,Pocitos,5,2,2,81,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,10,20000
1,MONTEVIDEO,11,Malvin,3,1,2,38,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,0
1,MONTEVIDEO,11,Malvin,3,2,1,46,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,21751
1,MONTEVIDEO,11,Malvin,3,3,1,13,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,11,Malvin,3,4,1,9,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,52,Sayago,3,1,2,96,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,9,11000
1,MONTEVIDEO,21,Jardines del Hipodromo,2,1,2,50,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,12402
1,MONTEVIDEO,21,Jardines del Hipodromo,2,2,2,16,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,2000
1,MONTEVIDEO,8,Pocitos,5,1,1,72,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,10,8500
1,MONTEVIDEO,8,Pocitos,5,2,2,63,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,78000
1,MONTEVIDEO,12,Malvin Norte,4,1,2,77,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,10,8900
1,MONTEVIDEO,12,Malvin Norte,4,2,1,77,3,2,1,2,1,2,1,3,0,3,0,3,0,3,0,10,60000
1,MONTEVIDEO,27,Cerrito,3,1,1,59,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,18736
1,MONTEVIDEO,52,Sayago,4,1,2,88,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,9,17000
1,MONTEVIDEO,52,Sayago,4,2,2,63,3,2,1,3,0,2,1,3,0,3,0,3,0,3,0,2,11742
1,MONTEVIDEO,12,Malvin Norte,3,1,1,45,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,20527
1,MONTEVIDEO,12,Malvin Norte,3,2,2,45,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,14747
1,MONTEVIDEO,12,Malvin Norte,3,3,1,12,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,55,Nuevo Paris,2,1,2,81,3,2,1,3,0,2,1,3,0,3,0,3,0,3,0,10,19000
1,MONTEVIDEO,55,Nuevo Paris,2,2,2,23,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,3,0
1,MONTEVIDEO,55,Nuevo Paris,2,3,2,21,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,7,0
1,MONTEVIDEO,7,Punta Carretas,5,1,2,70,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,10,16000
1,MONTEVIDEO,47,La Blanqueada,4,1,1,88,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,10,10000
1,MONTEVIDEO,47,La Blanqueada,4,2,2,77,3,2,1,2,1,3,0,2,1,3,0,3,0,3,0,9,9000
1,MONTEVIDEO,19,Las Canteras,3,1,1,33,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,16381
1,MONTEVIDEO,19,Las Canteras,3,2,2,32,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,19,Las Canteras,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,MONTEVIDEO,2,Centro,4,1,2,31,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,21601
1,MONTEVIDEO,2,Centro,4,2,1,32,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,21101
1,MONTEVIDEO,9,Buceo,4,1,2,50,4,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,12428
1,MONTEVIDEO,9,Buceo,4,2,1,11,4,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,23,Union,4,1,2,48,1,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,36216
1,MONTEVIDEO,23,Union,4,2,2,23,1,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,7000
1,MONTEVIDEO,23,Union,4,3,2,20,1,2,1,1,2,3,0,3,0,3,0,3,0,3,0,2,17536
1,MONTEVIDEO,23,Union,4,4,2,11,1,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,8,Pocitos,4,1,2,58,3,2,1,2,1,3,0,3,0,2,1,3,0,2,1,2,86601
1,MONTEVIDEO,30,Casavalle,1,1,1,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5000
1,MONTEVIDEO,30,Casavalle,1,2,1,19,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,2550
1,MONTEVIDEO,30,Casavalle,1,3,2,18,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,8000
1,MONTEVIDEO,30,Casavalle,1,4,1,14,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,4,Cordon,4,1,2,22,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,2,14747
1,MONTEVIDEO,31,Piedras Blancas,2,1,1,43,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,5000
1,MONTEVIDEO,31,Piedras Blancas,2,2,2,40,1,2,1,2,2,3,0,3,0,3,0,3,0,3,0,4,1096
1,MONTEVIDEO,31,Piedras Blancas,2,3,2,4,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,62,Manga,1,1,1,30,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,5732
1,MONTEVIDEO,62,Manga,1,2,2,24,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,6,2661
1,MONTEVIDEO,62,Manga,1,3,2,8,1,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,62,Manga,1,4,1,3,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,7,Punta Carretas,5,1,1,76,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,10,18000
1,MONTEVIDEO,7,Punta Carretas,5,2,1,40,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,5201
1,MONTEVIDEO,44,Jacinto Vera,3,1,2,76,3,2,1,2,1,2,1,3,0,2,2,3,0,3,0,10,28717
1,MONTEVIDEO,44,Jacinto Vera,3,2,2,45,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,2,24495
1,MONTEVIDEO,44,Jacinto Vera,3,3,2,11,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,3,Barrio Sur,3,1,1,44,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,16727
1,MONTEVIDEO,3,Barrio Sur,3,2,2,38,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,2,33127
1,MONTEVIDEO,3,Barrio Sur,3,3,2,4,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,29,Aires Puros,3,1,1,56,3,2,1,2,1,2,1,3,0,2,2,3,0,3,0,4,6841
1,MONTEVIDEO,57,Paso de la Arena,1,1,1,39,3,2,1,2,1,3,0,3,0,3,0,2,1,3,0,2,31742
1,MONTEVIDEO,57,Paso de la Arena,1,2,2,33,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,57,Paso de la Arena,1,3,1,13,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,57,Paso de la Arena,1,4,1,7,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,7,Punta Carretas,5,1,2,66,3,2,1,2,1,3,0,2,1,3,0,3,0,3,0,2,31751
1,MONTEVIDEO,28,Las Acacias,1,1,2,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6700
1,MONTEVIDEO,28,Las Acacias,1,2,2,41,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,4,10261
1,MONTEVIDEO,28,Las Acacias,1,3,2,8,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,35,Cerro,2,1,2,42,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,2,3551
1,MONTEVIDEO,35,Cerro,2,2,1,57,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,10000
1,MONTEVIDEO,35,Cerro,2,3,1,16,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,35,Cerro,2,4,2,14,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,35,Cerro,2,5,2,10,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,43,Atahualpa,4,1,1,57,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,32727
1,MONTEVIDEO,43,Atahualpa,4,2,2,43,3,2,1,2,2,2,2,3,0,3,0,3,0,3,0,2,20000
1,MONTEVIDEO,43,Atahualpa,4,3,2,13,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,4,Cordon,2,1,2,73,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,23000
1,MONTEVIDEO,27,Cerrito,2,1,1,47,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,36101
1,MONTEVIDEO,27,Cerrito,2,2,1,19,1,2,1,2,2,2,2,3,0,3,0,3,0,3,0,2,15000
1,MONTEVIDEO,27,Cerrito,2,3,2,42,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,9,19500
1,MONTEVIDEO,27,Cerrito,2,4,1,16,1,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,27,Cerrito,2,5,1,12,1,2,1,1,2,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,27,Cerrito,2,6,1,4,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,48,Villa Munoz Retiro,2,1,1,31,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,6,60000
1,MONTEVIDEO,32,Manga Toledo Chico,1,1,1,85,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,10,8500
1,MONTEVIDEO,32,Manga Toledo Chico,1,2,2,74,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,10,7000
1,MONTEVIDEO,60,Lezica Melilla,3,1,1,63,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,48801
1,MONTEVIDEO,60,Lezica Melilla,3,2,2,75,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,60,Lezica Melilla,3,3,1,34,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,14801
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,1,1,48,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,5000
1,MONTEVIDEO,12,Malvin Norte,3,1,2,52,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,30401
1,MONTEVIDEO,12,Malvin Norte,3,2,2,18,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,7,0
1,MONTEVIDEO,12,Malvin Norte,3,3,2,82,3,2,1,3,0,2,1,3,0,3,0,3,0,3,0,10,7000
1,MONTEVIDEO,60,Lezica Melilla,2,1,1,66,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,16200
1,MONTEVIDEO,32,Manga Toledo Chico,1,1,2,56,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,32,Manga Toledo Chico,1,2,1,29,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,24201
1,MONTEVIDEO,59,Colon Centro y Noroeste,1,1,2,51,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,36666
1,MONTEVIDEO,59,Colon Centro y Noroeste,1,2,1,52,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,7000
1,MONTEVIDEO,59,Colon Centro y Noroeste,1,3,2,24,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,9,7000
1,MONTEVIDEO,60,Lezica Melilla,3,1,2,66,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,9,12000
1,MONTEVIDEO,10,Pque. Batlle V. Dolores,4,1,2,63,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,14050
1,MONTEVIDEO,56,Tres Ombues Victoria,2,1,2,37,3,2,1,1,2,2,1,3,0,3,0,3,0,3,0,4,6096
1,MONTEVIDEO,56,Tres Ombues Victoria,2,2,1,18,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,2,12251
1,MONTEVIDEO,56,Tres Ombues Victoria,2,3,1,4,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,10,Pque. Batlle V. Dolores,4,1,2,70,3,2,1,2,1,2,1,3,0,2,1,3,0,3,0,10,44000
1,MONTEVIDEO,6,Parque Rodo,5,1,1,79,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,10,43100
1,MONTEVIDEO,40,Capurro Bella Vista,3,1,2,43,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,22042
1,MONTEVIDEO,40,Capurro Bella Vista,3,2,2,18,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,3341
1,MONTEVIDEO,40,Capurro Bella Vista,3,3,1,40,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,14000
1,MONTEVIDEO,40,Capurro Bella Vista,3,4,1,9,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,40,Capurro Bella Vista,3,5,2,6,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,40,Capurro Bella Vista,3,6,2,15,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,27,Cerrito,2,1,2,61,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,18827
1,MONTEVIDEO,33,Paso de las Duranas,3,1,1,57,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,17251
1,MONTEVIDEO,33,Paso de las Duranas,3,2,2,58,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,9751
1,MONTEVIDEO,34,Penarol Lavalleja,1,1,2,47,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,16894
1,MONTEVIDEO,34,Penarol Lavalleja,1,2,2,24,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,6,1661
1,MONTEVIDEO,34,Penarol Lavalleja,1,3,2,16,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,34,Penarol Lavalleja,1,4,1,5,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,34,Penarol Lavalleja,1,5,1,4,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,34,Penarol Lavalleja,1,6,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,1,2,26,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,14031
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,2,1,32,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,36732
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,3,2,9,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,4,2,5,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,MONTEVIDEO,55,Nuevo Paris,2,1,1,53,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,21236
1,MONTEVIDEO,55,Nuevo Paris,2,2,2,52,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,55,Nuevo Paris,2,3,2,21,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,9,7120
1,MONTEVIDEO,55,Nuevo Paris,2,4,2,23,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,11,0
1,MONTEVIDEO,2,Centro,4,1,1,59,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,10,80000
1,MONTEVIDEO,2,Centro,4,2,2,61,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,10,16000
1,MONTEVIDEO,2,Centro,4,3,2,28,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,23601
1,MONTEVIDEO,2,Centro,4,4,1,26,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,33601
1,MONTEVIDEO,8,Pocitos,4,1,2,55,3,2,1,2,1,2,1,3,0,2,1,3,0,2,1,2,71227
1,MONTEVIDEO,40,Capurro Bella Vista,3,1,1,49,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,41301
1,MONTEVIDEO,40,Capurro Bella Vista,3,2,2,77,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,10,Pque. Batlle V. Dolores,3,1,1,26,3,2,1,2,1,3,0,3,0,3,0,2,1,3,0,2,31842
1,MONTEVIDEO,46,Larranaga,4,1,1,43,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,33732
1,MONTEVIDEO,46,Larranaga,4,2,2,78,3,2,1,3,0,2,1,3,0,3,0,3,0,3,0,10,24000
1,MONTEVIDEO,55,Nuevo Paris,1,1,1,52,3,2,1,2,2,2,2,3,0,3,0,3,0,3,0,10,25000
1,MONTEVIDEO,55,Nuevo Paris,1,2,2,60,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,9,4000
1,MONTEVIDEO,55,Nuevo Paris,1,3,1,32,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,17736
1,MONTEVIDEO,55,Nuevo Paris,1,4,1,31,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,14736
1,MONTEVIDEO,55,Nuevo Paris,1,5,1,26,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,14236
1,MONTEVIDEO,22,Ituzaingo,2,1,1,58,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,53601
1,MONTEVIDEO,22,Ituzaingo,2,2,2,53,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,14811
1,MONTEVIDEO,59,Colon Centro y Noroeste,2,1,1,38,3,2,1,2,2,2,2,3,0,3,0,3,0,3,0,2,27601
1,MONTEVIDEO,59,Colon Centro y Noroeste,2,2,2,44,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,26601
1,MONTEVIDEO,59,Colon Centro y Noroeste,2,3,1,16,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,59,Colon Centro y Noroeste,2,4,2,15,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,20,Pta. Rieles Bella Italia,2,1,2,64,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,19601
1,MONTEVIDEO,20,Pta. Rieles Bella Italia,2,2,2,60,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,33217
1,MONTEVIDEO,20,Pta. Rieles Bella Italia,2,3,2,26,3,2,1,2,1,3,0,3,0,3,0,2,2,3,0,2,27301
1,MONTEVIDEO,7,Punta Carretas,5,1,1,30,3,2,1,2,1,3,0,3,0,2,1,3,0,2,1,2,31732
1,MONTEVIDEO,7,Punta Carretas,5,2,1,25,3,2,1,2,1,3,0,3,0,1,2,3,0,3,0,2,32212
1,MONTEVIDEO,23,Union,4,1,2,67,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,8000
1,MONTEVIDEO,50,Tres Cruces,4,1,2,42,3,2,1,2,1,3,0,3,0,2,1,3,0,2,1,2,36727
1,MONTEVIDEO,50,Tres Cruces,4,2,1,47,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,2,16727
1,MONTEVIDEO,50,Tres Cruces,4,3,1,15,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,3000
1,MONTEVIDEO,50,Tres Cruces,4,4,2,10,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,8,Pocitos,5,1,2,55,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,2,51401
1,MONTEVIDEO,22,Ituzaingo,3,1,2,47,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,24165
1,MONTEVIDEO,22,Ituzaingo,3,2,1,62,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,10,12100
1,MONTEVIDEO,22,Ituzaingo,3,3,2,24,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,11850
1,MONTEVIDEO,22,Ituzaingo,3,4,2,18,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,3,0
1,MONTEVIDEO,22,Ituzaingo,3,5,1,15,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,22,Ituzaingo,2,1,2,79,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,10,8000
1,MONTEVIDEO,15,Carrasco Norte,4,1,2,74,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,6,0
1,MONTEVIDEO,8,Pocitos,4,1,2,33,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,2,23692
1,MONTEVIDEO,8,Pocitos,4,2,1,31,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,21742
1,MONTEVIDEO,8,Pocitos,4,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,MONTEVIDEO,52,Sayago,3,1,2,67,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,2,9956
1,MONTEVIDEO,33,Paso de las Duranas,3,1,2,31,3,2,1,2,1,3,0,3,0,2,1,3,0,3,0,4,0
1,MONTEVIDEO,33,Paso de las Duranas,3,2,2,31,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,22932
1,MONTEVIDEO,50,Tres Cruces,4,1,1,56,3,2,1,2,1,3,0,3,0,2,2,2,2,3,0,2,16101
1,MONTEVIDEO,50,Tres Cruces,4,2,2,58,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,2,86535
1,MONTEVIDEO,50,Tres Cruces,4,3,1,22,3,2,1,2,1,2,1,3,0,1,2,3,0,3,0,8,0
1,MONTEVIDEO,8,Pocitos,5,1,2,91,3,2,1,3,0,2,1,3,0,3,0,3,0,3,0,10,14000
1,MONTEVIDEO,35,Cerro,2,1,2,37,3,2,1,2,2,2,1,3,0,3,0,3,0,3,0,2,9661
1,MONTEVIDEO,35,Cerro,2,2,2,16,3,2,1,1,2,3,0,3,0,3,0,3,0,3,0,7,0
1,MONTEVIDEO,35,Cerro,2,3,2,6,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,1,1,44,3,2,2,3,0,3,0,3,0,3,0,3,0,3,0,2,4466
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,2,2,12,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,61,Villa Garcia Manga Rur.,1,3,2,10,3,1,2,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,1,Ciudad Vieja,3,1,1,39,3,2,1,2,1,3,0,3,0,3,0,2,1,3,0,2,26601
1,MONTEVIDEO,8,Pocitos,4,1,1,85,3,2,1,2,1,3,0,3,0,3,0,3,0,3,0,10,34400
1,MONTEVIDEO,44,Jacinto Vera,3,1,2,35,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,13451
1,MONTEVIDEO,44,Jacinto Vera,3,2,1,28,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,16751
1,MONTEVIDEO,44,Jacinto Vera,3,3,1,38,3,2,1,2,1,3,0,3,0,2,2,3,0,3,0,2,12051
1,MONTEVIDEO,44,Jacinto Vera,3,4,1,4,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0
1,MONTEVIDEO,23,Union,4,1,1,36,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,18732
1,MONTEVIDEO,23,Union,4,2,2,28,3,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,14932
1,MONTEVIDEO,49,La Comercial,3,1,2,48,3,2,1,2,2,3,0,3,0,3,0,3,0,3,0,2,21800
