DEPARTAMENTO,CIRCUITO,SERIE,LEMA,HOJA,CANTIDAD VOTOS
Montevideo,1,AAA,Frente Amplio,90,22
Montevideo,1,AAA,Frente Amplio,329,2
Montevideo,1,AAA,Frente Amplio,609,32
Montevideo,1,AAA,Frente Amplio,711,17
Montevideo,1,AAA,Frente Amplio,906,1
Montevideo,1,AAA,Frente Amplio,1001,3
Montevideo,1,AAA,Frente Amplio,1642,1
Montevideo,1,AAA,Frente Amplio,2121,13
Montevideo,1,AAA,Frente Amplio,3311,3
Montevideo,1,AAA,Frente Amplio,6009,2
Montevideo,1,AAA,Frente Amplio,99738,10
Montevideo,1,AAA,Frente Amplio,181563,1
Montevideo,1,AAA,Frente Amplio,775005,2
Montevideo,2,AAA,Frente Amplio,90,12
Montevideo,2,AAA,Frente Amplio,329,3
Montevideo,2,AAA,Frente Amplio,609,74
Montevideo,2,AAA,Frente Amplio,611,4
Montevideo,2,AAA,Frente Amplio,642,1
Montevideo,2,AAA,Frente Amplio,711,26
Montevideo,2,AAA,Frente Amplio,906,1
Montevideo,2,AAA,Frente Amplio,1001,7
Montevideo,2,AAA,Frente Amplio,1303,1
Montevideo,2,AAA,Frente Amplio,1642,6
Montevideo,2,AAA,Frente Amplio,1968,2
Montevideo,2,AAA,Frente Amplio,2121,17
Montevideo,2,AAA,Frente Amplio,3311,7
Montevideo,2,AAA,Frente Amplio,6009,1
Montevideo,2,AAA,Frente Amplio,7373,3
Montevideo,2,AAA,Frente Amplio,99738,6
Montevideo,2,AAA,Frente Amplio,181563,1
Montevideo,2,AAA,Frente Amplio,775005,5
Montevideo,2,AAA,Frente Amplio,1813800,2
Montevideo,3,AAA,Frente Amplio,90,14
Montevideo,3,AAA,Frente Amplio,329,7
Montevideo,3,AAA,Frente Amplio,609,51
Montevideo,3,AAA,Frente Amplio,642,2
Montevideo,3,AAA,Frente Amplio,711,24
Montevideo,3,AAA,Frente Amplio,890,1
Montevideo,3,AAA,Frente Amplio,906,5
Montevideo,3,AAA,Frente Amplio,1001,8
Montevideo,3,AAA,Frente Amplio,1968,1
Montevideo,3,AAA,Frente Amplio,2121,14
Montevideo,3,AAA,Frente Amplio,3311,5
Montevideo,3,AAA,Frente Amplio,6009,15
Montevideo,3,AAA,Frente Amplio,7373,1
Montevideo,3,AAA,Frente Amplio,9393,1
Montevideo,3,AAA,Frente Amplio,99738,7
Montevideo,3,AAA,Frente Amplio,181563,1
Montevideo,3,AAA,Frente Amplio,775005,6
Montevideo,4,AAA,Frente Amplio,90,21
Montevideo,4,AAA,Frente Amplio,329,1
Montevideo,4,AAA,Frente Amplio,609,55
Montevideo,4,AAA,Frente Amplio,611,4
Montevideo,4,AAA,Frente Amplio,711,12
Montevideo,4,AAA,Frente Amplio,906,3
Montevideo,4,AAA,Frente Amplio,1001,7
Montevideo,4,AAA,Frente Amplio,1303,2
Montevideo,4,AAA,Frente Amplio,1642,1
Montevideo,4,AAA,Frente Amplio,2121,16
Montevideo,4,AAA,Frente Amplio,3311,5
Montevideo,4,AAA,Frente Amplio,6009,5
Montevideo,4,AAA,Frente Amplio,99738,7
Montevideo,4,AAA,Frente Amplio,775005,4
Montevideo,5,AAA,Frente Amplio,90,19
Montevideo,5,AAA,Frente Amplio,329,4
Montevideo,5,AAA,Frente Amplio,609,58
Montevideo,5,AAA,Frente Amplio,611,4
Montevideo,5,AAA,Frente Amplio,711,24
Montevideo,5,AAA,Frente Amplio,906,4
Montevideo,5,AAA,Frente Amplio,1001,10
Montevideo,5,AAA,Frente Amplio,1303,2
Montevideo,5,AAA,Frente Amplio,1642,3
Montevideo,5,AAA,Frente Amplio,1968,2
Montevideo,5,AAA,Frente Amplio,2121,19
Montevideo,5,AAA,Frente Amplio,3311,9
Montevideo,5,AAA,Frente Amplio,6009,3
Montevideo,5,AAA,Frente Amplio,99738,5
Montevideo,5,AAA,Frente Amplio,181563,1
Montevideo,5,AAA,Frente Amplio,775005,6
Montevideo,5,AAA,Frente Amplio,1813800,1
Montevideo,6,AAA,Frente Amplio,90,16
Montevideo,6,AAA,Frente Amplio,329,8
Montevideo,6,AAA,Frente Amplio,609,60
Montevideo,6,AAA,Frente Amplio,642,5
Montevideo,6,AAA,Frente Amplio,711,25
Montevideo,6,AAA,Frente Amplio,764,1
Montevideo,6,AAA,Frente Amplio,906,3
Montevideo,6,AAA,Frente Amplio,1001,16
Montevideo,6,AAA,Frente Amplio,1303,4
Montevideo,6,AAA,Frente Amplio,2121,6
Montevideo,6,AAA,Frente Amplio,3041,1
Montevideo,6,AAA,Frente Amplio,3311,4
Montevideo,6,AAA,Frente Amplio,6009,5
Montevideo,6,AAA,Frente Amplio,7373,2
Montevideo,6,AAA,Frente Amplio,99738,7
Montevideo,6,AAA,Frente Amplio,775005,9
Montevideo,6,AAA,Frente Amplio,1813800,1
Montevideo,7,AAA,Frente Amplio,90,15
Montevideo,7,AAA,Frente Amplio,329,3
Montevideo,7,AAA,Frente Amplio,609,67
Montevideo,7,AAA,Frente Amplio,642,1
Montevideo,7,AAA,Frente Amplio,711,28
Montevideo,7,AAA,Frente Amplio,764,1
Montevideo,7,AAA,Frente Amplio,906,10
Montevideo,7,AAA,Frente Amplio,1001,15
Montevideo,7,AAA,Frente Amplio,1303,1
Montevideo,7,AAA,Frente Amplio,1642,1
Montevideo,7,AAA,Frente Amplio,1968,1
Montevideo,7,AAA,Frente Amplio,2121,23
Montevideo,7,AAA,Frente Amplio,3311,4
Montevideo,7,AAA,Frente Amplio,6009,1
Montevideo,7,AAA,Frente Amplio,7373,1
Montevideo,7,AAA,Frente Amplio,9393,1
Montevideo,7,AAA,Frente Amplio,99738,3
Montevideo,7,AAA,Frente Amplio,181563,1
Montevideo,7,AAA,Frente Amplio,775005,1
Montevideo,7,AAA,Frente Amplio,1813800,2
Montevideo,8,AAA,Frente Amplio,90,11
Montevideo,8,AAA,Frente Amplio,329,7
Montevideo,8,AAA,Frente Amplio,609,55
Montevideo,8,AAA,Frente Amplio,611,7
Montevideo,8,AAA,Frente Amplio,711,20
Montevideo,8,AAA,Frente Amplio,906,3
Montevideo,8,AAA,Frente Amplio,959,1
Montevideo,8,AAA,Frente Amplio,1001,18
Montevideo,8,AAA,Frente Amplio,1419,1
Montevideo,8,AAA,Frente Amplio,1642,1
Montevideo,8,AAA,Frente Amplio,1968,1
Montevideo,8,AAA,Frente Amplio,2121,26
Montevideo,8,AAA,Frente Amplio,3041,1
Montevideo,8,AAA,Frente Amplio,3311,8
Montevideo,8,AAA,Frente Amplio,6009,5
Montevideo,8,AAA,Frente Amplio,99738,5
Montevideo,8,AAA,Frente Amplio,181563,1
Montevideo,8,AAA,Frente Amplio,775005,6
Montevideo,8,AAA,Frente Amplio,1813800,2
Montevideo,9,AAA,Frente Amplio,90,9
Montevideo,9,AAA,Frente Amplio,329,4
Montevideo,9,AAA,Frente Amplio,609,63
Montevideo,9,AAA,Frente Amplio,642,2
Montevideo,9,AAA,Frente Amplio,711,24
Montevideo,9,AAA,Frente Amplio,764,1
Montevideo,9,AAA,Frente Amplio,906,7
Montevideo,9,AAA,Frente Amplio,1001,8
Montevideo,9,AAA,Frente Amplio,1303,2
Montevideo,9,AAA,Frente Amplio,1642,3
Montevideo,9,AAA,Frente Amplio,1968,1
Montevideo,9,AAA,Frente Amplio,2121,9
Montevideo,9,AAA,Frente Amplio,3311,10
Montevideo,9,AAA,Frente Amplio,6009,9
Montevideo,9,AAA,Frente Amplio,7373,2
Montevideo,9,AAA,Frente Amplio,9393,1
Montevideo,9,AAA,Frente Amplio,99738,8
Montevideo,9,AAA,Frente Amplio,775005,2
Montevideo,9,AAA,Frente Amplio,1813800,1
Montevideo,10,AAA,Frente Amplio,90,13
Montevideo,10,AAA,Frente Amplio,329,6
Montevideo,10,AAA,Frente Amplio,609,84
Montevideo,10,AAA,Frente Amplio,642,3
Montevideo,10,AAA,Frente Amplio,711,29
Montevideo,10,AAA,Frente Amplio,890,1
Montevideo,10,AAA,Frente Amplio,1001,8
Montevideo,10,AAA,Frente Amplio,1303,2
Montevideo,10,AAA,Frente Amplio,1642,3
Montevideo,10,AAA,Frente Amplio,2121,16
Montevideo,10,AAA,Frente Amplio,3041,2
Montevideo,10,AAA,Frente Amplio,3311,7
Montevideo,10,AAA,Frente Amplio,6009,6
Montevideo,10,AAA,Frente Amplio,99738,1
Montevideo,10,AAA,Frente Amplio,181563,1
Montevideo,10,AAA,Frente Amplio,775005,2
Montevideo,11,AAA,Frente Amplio,90,17
Montevideo,11,AAA,Frente Amplio,329,9
Montevideo,11,AAA,Frente Amplio,609,52
Montevideo,11,AAA,Frente Amplio,611,1
Montevideo,11,AAA,Frente Amplio,642,2
Montevideo,11,AAA,Frente Amplio,711,20
Montevideo,11,AAA,Frente Amplio,764,1
Montevideo,11,AAA,Frente Amplio,890,3
Montevideo,11,AAA,Frente Amplio,906,3
Montevideo,11,AAA,Frente Amplio,1001,11
Montevideo,11,AAA,Frente Amplio,1642,3
Montevideo,11,AAA,Frente Amplio,1968,2
Montevideo,11,AAA,Frente Amplio,2121,19
Montevideo,11,AAA,Frente Amplio,3311,10
Montevideo,11,AAA,Frente Amplio,6009,11
Montevideo,11,AAA,Frente Amplio,7152,4
Montevideo,11,AAA,Frente Amplio,99738,13
Montevideo,11,AAA,Frente Amplio,181563,1
Montevideo,11,AAA,Frente Amplio,775005,4
Montevideo,11,AAA,Frente Amplio,1813800,1
Montevideo,12,AAA,Frente Amplio,90,12
Montevideo,12,AAA,Frente Amplio,329,14
Montevideo,12,AAA,Frente Amplio,609,63
Montevideo,12,AAA,Frente Amplio,611,1
Montevideo,12,AAA,Frente Amplio,642,1
Montevideo,12,AAA,Frente Amplio,711,17
Montevideo,12,AAA,Frente Amplio,764,1
Montevideo,12,AAA,Frente Amplio,906,5
Montevideo,12,AAA,Frente Amplio,1001,13
Montevideo,12,AAA,Frente Amplio,1303,1
Montevideo,12,AAA,Frente Amplio,1419,1
Montevideo,12,AAA,Frente Amplio,1642,4
Montevideo,12,AAA,Frente Amplio,2121,13
Montevideo,12,AAA,Frente Amplio,3311,10
Montevideo,12,AAA,Frente Amplio,6009,6
Montevideo,12,AAA,Frente Amplio,7373,1
Montevideo,12,AAA,Frente Amplio,99738,5
Montevideo,12,AAA,Frente Amplio,775005,4
Montevideo,12,AAA,Frente Amplio,1813800,1
Montevideo,13,AAA,Frente Amplio,90,6
Montevideo,13,AAA,Frente Amplio,329,11
Montevideo,13,AAA,Frente Amplio,609,45
Montevideo,13,AAA,Frente Amplio,611,1
Montevideo,13,AAA,Frente Amplio,642,3
Montevideo,13,AAA,Frente Amplio,711,13
Montevideo,13,AAA,Frente Amplio,764,3
Montevideo,13,AAA,Frente Amplio,906,1
Montevideo,13,AAA,Frente Amplio,1001,12
Montevideo,13,AAA,Frente Amplio,1642,1
Montevideo,13,AAA,Frente Amplio,1968,1
Montevideo,13,AAA,Frente Amplio,2121,28
Montevideo,13,AAA,Frente Amplio,3041,1
Montevideo,13,AAA,Frente Amplio,3311,12
Montevideo,13,AAA,Frente Amplio,6009,1
Montevideo,13,AAA,Frente Amplio,7373,6
Montevideo,13,AAA,Frente Amplio,99738,6
Montevideo,13,AAA,Frente Amplio,775005,8
Montevideo,13,AAA,Frente Amplio,1813800,1
Montevideo,14,AAA,Frente Amplio,90,11
Montevideo,14,AAA,Frente Amplio,329,7
Montevideo,14,AAA,Frente Amplio,609,66
Montevideo,14,AAA,Frente Amplio,642,2
Montevideo,14,AAA,Frente Amplio,711,10
Montevideo,14,AAA,Frente Amplio,764,2
Montevideo,14,AAA,Frente Amplio,906,4
Montevideo,14,AAA,Frente Amplio,1001,8
Montevideo,14,AAA,Frente Amplio,1419,1
Montevideo,14,AAA,Frente Amplio,1642,1
Montevideo,14,AAA,Frente Amplio,2121,15
Montevideo,14,AAA,Frente Amplio,3041,1
Montevideo,14,AAA,Frente Amplio,3311,9
Montevideo,14,AAA,Frente Amplio,6009,2
Montevideo,14,AAA,Frente Amplio,7373,2
Montevideo,14,AAA,Frente Amplio,9393,2
Montevideo,14,AAA,Frente Amplio,99738,13
Montevideo,14,AAA,Frente Amplio,181563,3
Montevideo,14,AAA,Frente Amplio,775005,8
Montevideo,14,AAA,Frente Amplio,1813800,2
Montevideo,15,AAB,Frente Amplio,90,13
Montevideo,15,AAB,Frente Amplio,329,3
Montevideo,15,AAB,Frente Amplio,609,26
Montevideo,15,AAB,Frente Amplio,611,2
Montevideo,15,AAB,Frente Amplio,711,10
Montevideo,15,AAB,Frente Amplio,764,2
Montevideo,15,AAB,Frente Amplio,890,1
Montevideo,15,AAB,Frente Amplio,906,2
Montevideo,15,AAB,Frente Amplio,1001,4
Montevideo,15,AAB,Frente Amplio,1303,2
Montevideo,15,AAB,Frente Amplio,1419,1
Montevideo,15,AAB,Frente Amplio,2121,10
Montevideo,15,AAB,Frente Amplio,3311,2
Montevideo,15,AAB,Frente Amplio,7373,1
Montevideo,15,AAB,Frente Amplio,99738,1
Montevideo,15,AAB,Frente Amplio,775005,1
Montevideo,16,AAB,Frente Amplio,90,19
Montevideo,16,AAB,Frente Amplio,329,2
Montevideo,16,AAB,Frente Amplio,609,48
Montevideo,16,AAB,Frente Amplio,711,22
Montevideo,16,AAB,Frente Amplio,890,1
Montevideo,16,AAB,Frente Amplio,1001,15
Montevideo,16,AAB,Frente Amplio,1419,1
Montevideo,16,AAB,Frente Amplio,2121,19
Montevideo,16,AAB,Frente Amplio,3311,6
Montevideo,16,AAB,Frente Amplio,6009,6
Montevideo,16,AAB,Frente Amplio,99738,3
Montevideo,16,AAB,Frente Amplio,775005,4
Montevideo,16,AAB,Frente Amplio,1813800,4
Montevideo,17,AAB,Frente Amplio,90,22
Montevideo,17,AAB,Frente Amplio,329,3
Montevideo,17,AAB,Frente Amplio,609,61
Montevideo,17,AAB,Frente Amplio,611,4
Montevideo,17,AAB,Frente Amplio,711,14
Montevideo,17,AAB,Frente Amplio,906,5
Montevideo,17,AAB,Frente Amplio,1001,6
Montevideo,17,AAB,Frente Amplio,1303,1
Montevideo,17,AAB,Frente Amplio,1419,1
Montevideo,17,AAB,Frente Amplio,2121,18
Montevideo,17,AAB,Frente Amplio,3311,4
Montevideo,17,AAB,Frente Amplio,99738,7
Montevideo,17,AAB,Frente Amplio,775005,7
Montevideo,18,ABA,Frente Amplio,90,14
Montevideo,18,ABA,Frente Amplio,329,4
Montevideo,18,ABA,Frente Amplio,609,36
Montevideo,18,ABA,Frente Amplio,611,3
Montevideo,18,ABA,Frente Amplio,711,16
Montevideo,18,ABA,Frente Amplio,906,4
Montevideo,18,ABA,Frente Amplio,1001,15
Montevideo,18,ABA,Frente Amplio,1303,2
Montevideo,18,ABA,Frente Amplio,1419,1
Montevideo,18,ABA,Frente Amplio,1642,2
Montevideo,18,ABA,Frente Amplio,2121,12
Montevideo,18,ABA,Frente Amplio,3311,5
Montevideo,18,ABA,Frente Amplio,6009,5
Montevideo,18,ABA,Frente Amplio,99738,12
Montevideo,18,ABA,Frente Amplio,775005,2
Montevideo,18,ABA,Frente Amplio,1813800,1
Montevideo,19,ABB,Frente Amplio,90,10
Montevideo,19,ABB,Frente Amplio,329,7
Montevideo,19,ABB,Frente Amplio,609,32
Montevideo,19,ABB,Frente Amplio,611,1
Montevideo,19,ABB,Frente Amplio,642,2
Montevideo,19,ABB,Frente Amplio,711,15
Montevideo,19,ABB,Frente Amplio,906,1
Montevideo,19,ABB,Frente Amplio,959,1
Montevideo,19,ABB,Frente Amplio,1001,6
Montevideo,19,ABB,Frente Amplio,1303,1
Montevideo,19,ABB,Frente Amplio,1642,2
Montevideo,19,ABB,Frente Amplio,2121,11
Montevideo,19,ABB,Frente Amplio,3041,1
Montevideo,19,ABB,Frente Amplio,6009,2
Montevideo,19,ABB,Frente Amplio,7373,2
Montevideo,19,ABB,Frente Amplio,9393,1
Montevideo,19,ABB,Frente Amplio,99738,10
Montevideo,19,ABB,Frente Amplio,181563,2
Montevideo,19,ABB,Frente Amplio,775005,3
Montevideo,20,ABB,Frente Amplio,90,13
Montevideo,20,ABB,Frente Amplio,329,5
Montevideo,20,ABB,Frente Amplio,609,55
Montevideo,20,ABB,Frente Amplio,642,1
Montevideo,20,ABB,Frente Amplio,711,18
Montevideo,20,ABB,Frente Amplio,764,1
Montevideo,20,ABB,Frente Amplio,906,3
Montevideo,20,ABB,Frente Amplio,1001,14
Montevideo,20,ABB,Frente Amplio,1642,1
Montevideo,20,ABB,Frente Amplio,1968,1
Montevideo,20,ABB,Frente Amplio,2121,9
Montevideo,20,ABB,Frente Amplio,3311,6
Montevideo,20,ABB,Frente Amplio,6009,11
Montevideo,20,ABB,Frente Amplio,99738,5
Montevideo,20,ABB,Frente Amplio,775005,2
Montevideo,20,ABB,Frente Amplio,1813800,3
Montevideo,21,ACA,Frente Amplio,90,21
Montevideo,21,ACA,Frente Amplio,329,4
Montevideo,21,ACA,Frente Amplio,609,34
Montevideo,21,ACA,Frente Amplio,642,1
Montevideo,21,ACA,Frente Amplio,711,14
Montevideo,21,ACA,Frente Amplio,764,3
Montevideo,21,ACA,Frente Amplio,906,1
Montevideo,21,ACA,Frente Amplio,1001,11
Montevideo,21,ACA,Frente Amplio,1303,1
Montevideo,21,ACA,Frente Amplio,2121,17
Montevideo,21,ACA,Frente Amplio,3311,6
Montevideo,21,ACA,Frente Amplio,6009,6
Montevideo,21,ACA,Frente Amplio,7373,1
Montevideo,21,ACA,Frente Amplio,99738,5
Montevideo,21,ACA,Frente Amplio,775005,4
Montevideo,21,ACA,Frente Amplio,1813800,3
Montevideo,22,ACA,Frente Amplio,90,26
Montevideo,22,ACA,Frente Amplio,329,14
Montevideo,22,ACA,Frente Amplio,609,57
Montevideo,22,ACA,Frente Amplio,642,1
Montevideo,22,ACA,Frente Amplio,711,23
Montevideo,22,ACA,Frente Amplio,764,2
Montevideo,22,ACA,Frente Amplio,906,4
Montevideo,22,ACA,Frente Amplio,959,1
Montevideo,22,ACA,Frente Amplio,1001,15
Montevideo,22,ACA,Frente Amplio,1642,2
Montevideo,22,ACA,Frente Amplio,1968,1
Montevideo,22,ACA,Frente Amplio,2121,31
Montevideo,22,ACA,Frente Amplio,3311,7
Montevideo,22,ACA,Frente Amplio,6009,5
Montevideo,22,ACA,Frente Amplio,99738,8
Montevideo,22,ACA,Frente Amplio,775005,3
Montevideo,22,ACA,Frente Amplio,1813800,2
Montevideo,23,ACA,Frente Amplio,90,21
Montevideo,23,ACA,Frente Amplio,329,4
Montevideo,23,ACA,Frente Amplio,609,64
Montevideo,23,ACA,Frente Amplio,642,1
Montevideo,23,ACA,Frente Amplio,711,17
Montevideo,23,ACA,Frente Amplio,764,1
Montevideo,23,ACA,Frente Amplio,890,2
Montevideo,23,ACA,Frente Amplio,906,2
Montevideo,23,ACA,Frente Amplio,1001,11
Montevideo,23,ACA,Frente Amplio,1642,1
Montevideo,23,ACA,Frente Amplio,1968,1
Montevideo,23,ACA,Frente Amplio,2121,11
Montevideo,23,ACA,Frente Amplio,3311,9
Montevideo,23,ACA,Frente Amplio,7373,1
Montevideo,23,ACA,Frente Amplio,99738,8
Montevideo,23,ACA,Frente Amplio,775005,1
Montevideo,24,ACA,Frente Amplio,90,19
Montevideo,24,ACA,Frente Amplio,329,6
Montevideo,24,ACA,Frente Amplio,609,43
Montevideo,24,ACA,Frente Amplio,611,2
Montevideo,24,ACA,Frente Amplio,642,1
Montevideo,24,ACA,Frente Amplio,711,26
Montevideo,24,ACA,Frente Amplio,764,3
Montevideo,24,ACA,Frente Amplio,1001,14
Montevideo,24,ACA,Frente Amplio,1642,5
Montevideo,24,ACA,Frente Amplio,1968,1
Montevideo,24,ACA,Frente Amplio,2121,23
Montevideo,24,ACA,Frente Amplio,3311,9
Montevideo,24,ACA,Frente Amplio,6009,4
Montevideo,24,ACA,Frente Amplio,7373,1
Montevideo,24,ACA,Frente Amplio,99738,5
Montevideo,24,ACA,Frente Amplio,775005,5
Montevideo,24,ACA,Frente Amplio,1813800,4
Montevideo,25,ACA,Frente Amplio,90,22
Montevideo,25,ACA,Frente Amplio,329,11
Montevideo,25,ACA,Frente Amplio,609,65
Montevideo,25,ACA,Frente Amplio,642,1
Montevideo,25,ACA,Frente Amplio,711,26
Montevideo,25,ACA,Frente Amplio,764,1
Montevideo,25,ACA,Frente Amplio,871,1
Montevideo,25,ACA,Frente Amplio,906,2
Montevideo,25,ACA,Frente Amplio,1001,10
Montevideo,25,ACA,Frente Amplio,1303,3
Montevideo,25,ACA,Frente Amplio,1419,1
Montevideo,25,ACA,Frente Amplio,1642,1
Montevideo,25,ACA,Frente Amplio,2121,16
Montevideo,25,ACA,Frente Amplio,3311,19
Montevideo,25,ACA,Frente Amplio,6009,2
Montevideo,25,ACA,Frente Amplio,7373,2
Montevideo,25,ACA,Frente Amplio,99738,3
Montevideo,25,ACA,Frente Amplio,181563,1
Montevideo,25,ACA,Frente Amplio,775005,3
Montevideo,25,ACA,Frente Amplio,1813800,2
Montevideo,26,ACA,Frente Amplio,90,19
Montevideo,26,ACA,Frente Amplio,329,14
Montevideo,26,ACA,Frente Amplio,609,61
Montevideo,26,ACA,Frente Amplio,642,1
Montevideo,26,ACA,Frente Amplio,711,24
Montevideo,26,ACA,Frente Amplio,764,2
Montevideo,26,ACA,Frente Amplio,906,3
Montevideo,26,ACA,Frente Amplio,1001,13
Montevideo,26,ACA,Frente Amplio,1303,4
Montevideo,26,ACA,Frente Amplio,1419,2
Montevideo,26,ACA,Frente Amplio,1642,3
Montevideo,26,ACA,Frente Amplio,1968,1
Montevideo,26,ACA,Frente Amplio,2121,11
Montevideo,26,ACA,Frente Amplio,3311,8
Montevideo,26,ACA,Frente Amplio,6009,16
Montevideo,26,ACA,Frente Amplio,99738,9
Montevideo,26,ACA,Frente Amplio,775005,5
Montevideo,26,ACA,Frente Amplio,1813800,2
Montevideo,27,ACA,Frente Amplio,90,18
Montevideo,27,ACA,Frente Amplio,329,9
Montevideo,27,ACA,Frente Amplio,609,64
Montevideo,27,ACA,Frente Amplio,611,1
Montevideo,27,ACA,Frente Amplio,642,1
Montevideo,27,ACA,Frente Amplio,711,29
Montevideo,27,ACA,Frente Amplio,764,1
Montevideo,27,ACA,Frente Amplio,890,1
Montevideo,27,ACA,Frente Amplio,906,3
Montevideo,27,ACA,Frente Amplio,1001,11
Montevideo,27,ACA,Frente Amplio,1303,3
Montevideo,27,ACA,Frente Amplio,1642,1
Montevideo,27,ACA,Frente Amplio,2121,20
Montevideo,27,ACA,Frente Amplio,3041,1
Montevideo,27,ACA,Frente Amplio,3311,4
Montevideo,27,ACA,Frente Amplio,6009,7
Montevideo,27,ACA,Frente Amplio,7373,3
Montevideo,27,ACA,Frente Amplio,99738,8
Montevideo,27,ACA,Frente Amplio,775005,3
Montevideo,27,ACA,Frente Amplio,1813800,3
Montevideo,28,ACA,Frente Amplio,90,20
Montevideo,28,ACA,Frente Amplio,329,6
Montevideo,28,ACA,Frente Amplio,609,66
Montevideo,28,ACA,Frente Amplio,611,1
Montevideo,28,ACA,Frente Amplio,642,1
Montevideo,28,ACA,Frente Amplio,711,20
Montevideo,28,ACA,Frente Amplio,764,1
Montevideo,28,ACA,Frente Amplio,906,7
Montevideo,28,ACA,Frente Amplio,1001,10
Montevideo,28,ACA,Frente Amplio,1303,2
Montevideo,28,ACA,Frente Amplio,1968,2
Montevideo,28,ACA,Frente Amplio,2121,31
Montevideo,28,ACA,Frente Amplio,3311,6
Montevideo,28,ACA,Frente Amplio,6009,1
Montevideo,28,ACA,Frente Amplio,7373,1
Montevideo,28,ACA,Frente Amplio,99738,10
Montevideo,28,ACA,Frente Amplio,181563,1
Montevideo,28,ACA,Frente Amplio,775005,3
Montevideo,28,ACA,Frente Amplio,1813800,3
Montevideo,29,ACA,Frente Amplio,90,23
Montevideo,29,ACA,Frente Amplio,329,7
Montevideo,29,ACA,Frente Amplio,609,53
Montevideo,29,ACA,Frente Amplio,611,1
Montevideo,29,ACA,Frente Amplio,642,1
Montevideo,29,ACA,Frente Amplio,711,25
Montevideo,29,ACA,Frente Amplio,764,1
Montevideo,29,ACA,Frente Amplio,890,3
Montevideo,29,ACA,Frente Amplio,906,2
Montevideo,29,ACA,Frente Amplio,1001,11
Montevideo,29,ACA,Frente Amplio,1419,2
Montevideo,29,ACA,Frente Amplio,1642,1
Montevideo,29,ACA,Frente Amplio,1968,1
Montevideo,29,ACA,Frente Amplio,2121,30
Montevideo,29,ACA,Frente Amplio,3311,9
Montevideo,29,ACA,Frente Amplio,6009,4
Montevideo,29,ACA,Frente Amplio,7373,4
Montevideo,29,ACA,Frente Amplio,99738,4
Montevideo,29,ACA,Frente Amplio,181563,1
Montevideo,29,ACA,Frente Amplio,775005,3
Montevideo,30,ACA,Frente Amplio,90,14
Montevideo,30,ACA,Frente Amplio,329,11
Montevideo,30,ACA,Frente Amplio,609,60
Montevideo,30,ACA,Frente Amplio,611,1
Montevideo,30,ACA,Frente Amplio,642,1
Montevideo,30,ACA,Frente Amplio,711,25
Montevideo,30,ACA,Frente Amplio,764,1
Montevideo,30,ACA,Frente Amplio,890,1
Montevideo,30,ACA,Frente Amplio,906,7
Montevideo,30,ACA,Frente Amplio,1001,18
Montevideo,30,ACA,Frente Amplio,1642,5
Montevideo,30,ACA,Frente Amplio,1968,1
Montevideo,30,ACA,Frente Amplio,2121,16
Montevideo,30,ACA,Frente Amplio,3311,23
Montevideo,30,ACA,Frente Amplio,6009,2
Montevideo,30,ACA,Frente Amplio,7373,2
Montevideo,30,ACA,Frente Amplio,99738,12
Montevideo,30,ACA,Frente Amplio,775005,4
Montevideo,31,ACA,Frente Amplio,90,19
Montevideo,31,ACA,Frente Amplio,329,14
Montevideo,31,ACA,Frente Amplio,609,57
Montevideo,31,ACA,Frente Amplio,611,3
Montevideo,31,ACA,Frente Amplio,642,3
Montevideo,31,ACA,Frente Amplio,711,28
Montevideo,31,ACA,Frente Amplio,764,3
Montevideo,31,ACA,Frente Amplio,890,1
Montevideo,31,ACA,Frente Amplio,959,1
Montevideo,31,ACA,Frente Amplio,1001,7
Montevideo,31,ACA,Frente Amplio,1419,1
Montevideo,31,ACA,Frente Amplio,1642,1
Montevideo,31,ACA,Frente Amplio,1968,2
Montevideo,31,ACA,Frente Amplio,2121,7
Montevideo,31,ACA,Frente Amplio,3311,15
Montevideo,31,ACA,Frente Amplio,6009,10
Montevideo,31,ACA,Frente Amplio,7373,1
Montevideo,31,ACA,Frente Amplio,99738,7
Montevideo,31,ACA,Frente Amplio,775005,4
Montevideo,31,ACA,Frente Amplio,1813800,1
Montevideo,32,ACA,Frente Amplio,90,21
Montevideo,32,ACA,Frente Amplio,329,16
Montevideo,32,ACA,Frente Amplio,609,60
Montevideo,32,ACA,Frente Amplio,642,2
Montevideo,32,ACA,Frente Amplio,711,21
Montevideo,32,ACA,Frente Amplio,764,1
Montevideo,32,ACA,Frente Amplio,906,1
Montevideo,32,ACA,Frente Amplio,1001,6
Montevideo,32,ACA,Frente Amplio,1303,1
Montevideo,32,ACA,Frente Amplio,1642,3
Montevideo,32,ACA,Frente Amplio,1968,1
Montevideo,32,ACA,Frente Amplio,2121,23
Montevideo,32,ACA,Frente Amplio,3311,12
Montevideo,32,ACA,Frente Amplio,6009,5
Montevideo,32,ACA,Frente Amplio,99738,12
Montevideo,32,ACA,Frente Amplio,775005,4
Montevideo,33,ACA,Frente Amplio,90,21
Montevideo,33,ACA,Frente Amplio,329,10
Montevideo,33,ACA,Frente Amplio,609,79
Montevideo,33,ACA,Frente Amplio,611,1
Montevideo,33,ACA,Frente Amplio,642,1
Montevideo,33,ACA,Frente Amplio,711,15
Montevideo,33,ACA,Frente Amplio,764,2
