DEPARTAMENTO,CIRCUITO,SERIE,LEMA,HOJA,CANTIDAD VOTOS
Montevideo,33,ACA,Frente Amplio,906,3
Montevideo,33,ACA,Frente Amplio,1001,17
Montevideo,33,ACA,Frente Amplio,1303,4
Montevideo,33,ACA,Frente Amplio,1419,1
Montevideo,33,ACA,Frente Amplio,1642,4
Montevideo,33,ACA,Frente Amplio,1968,1
Montevideo,33,ACA,Frente Amplio,2121,20
Montevideo,33,ACA,Frente Amplio,3311,28
Montevideo,33,ACA,Frente Amplio,6009,11
Montevideo,33,ACA,Frente Amplio,7373,1
Montevideo,33,ACA,Frente Amplio,9393,1
Montevideo,33,ACA,Frente Amplio,99738,21
Montevideo,33,ACA,Frente Amplio,775005,4
Montevideo,34,ACB,Frente Amplio,90,15
Montevideo,34,ACB,Frente Amplio,329,3
Montevideo,34,ACB,Frente Amplio,609,23
Montevideo,34,ACB,Frente Amplio,711,10
Montevideo,34,ACB,Frente Amplio,1001,8
Montevideo,34,ACB,Frente Amplio,1419,1
Montevideo,34,ACB,Frente Amplio,1642,2
Montevideo,34,ACB,Frente Amplio,2121,9
Montevideo,34,ACB,Frente Amplio,3311,5
Montevideo,34,ACB,Frente Amplio,7373,1
Montevideo,34,ACB,Frente Amplio,99738,5
Montevideo,34,ACB,Frente Amplio,775005,2
Montevideo,35,ACB,Frente Amplio,90,21
Montevideo,35,ACB,Frente Amplio,329,5
Montevideo,35,ACB,Frente Amplio,609,44
Montevideo,35,ACB,Frente Amplio,642,1
Montevideo,35,ACB,Frente Amplio,711,26
Montevideo,35,ACB,Frente Amplio,764,1
Montevideo,35,ACB,Frente Amplio,906,2
Montevideo,35,ACB,Frente Amplio,1001,6
Montevideo,35,ACB,Frente Amplio,1303,1
Montevideo,35,ACB,Frente Amplio,1642,1
Montevideo,35,ACB,Frente Amplio,2121,14
Montevideo,35,ACB,Frente Amplio,3311,8
Montevideo,35,ACB,Frente Amplio,6009,1
Montevideo,35,ACB,Frente Amplio,99738,5
Montevideo,35,ACB,Frente Amplio,775005,2
Montevideo,36,ACB,Frente Amplio,90,12
Montevideo,36,ACB,Frente Amplio,329,6
Montevideo,36,ACB,Frente Amplio,609,52
Montevideo,36,ACB,Frente Amplio,642,2
Montevideo,36,ACB,Frente Amplio,711,18
Montevideo,36,ACB,Frente Amplio,906,6
Montevideo,36,ACB,Frente Amplio,1001,11
Montevideo,36,ACB,Frente Amplio,1303,1
Montevideo,36,ACB,Frente Amplio,1642,1
Montevideo,36,ACB,Frente Amplio,2121,14
Montevideo,36,ACB,Frente Amplio,3311,3
Montevideo,36,ACB,Frente Amplio,6009,2
Montevideo,36,ACB,Frente Amplio,7373,1
Montevideo,36,ACB,Frente Amplio,9393,1
Montevideo,36,ACB,Frente Amplio,99738,6
Montevideo,36,ACB,Frente Amplio,181563,1
Montevideo,36,ACB,Frente Amplio,775005,1
Montevideo,37,ACB,Frente Amplio,90,17
Montevideo,37,ACB,Frente Amplio,329,10
Montevideo,37,ACB,Frente Amplio,609,66
Montevideo,37,ACB,Frente Amplio,711,19
Montevideo,37,ACB,Frente Amplio,871,1
Montevideo,37,ACB,Frente Amplio,906,2
Montevideo,37,ACB,Frente Amplio,1001,6
Montevideo,37,ACB,Frente Amplio,1419,1
Montevideo,37,ACB,Frente Amplio,1968,1
Montevideo,37,ACB,Frente Amplio,2121,11
Montevideo,37,ACB,Frente Amplio,3311,9
Montevideo,37,ACB,Frente Amplio,6009,3
Montevideo,37,ACB,Frente Amplio,7373,2
Montevideo,37,ACB,Frente Amplio,9393,1
Montevideo,37,ACB,Frente Amplio,99738,1
Montevideo,37,ACB,Frente Amplio,775005,1
Montevideo,37,ACB,Frente Amplio,1813800,1
Montevideo,38,ADA,Frente Amplio,90,13
Montevideo,38,ADA,Frente Amplio,329,9
Montevideo,38,ADA,Frente Amplio,609,27
Montevideo,38,ADA,Frente Amplio,611,2
Montevideo,38,ADA,Frente Amplio,711,10
Montevideo,38,ADA,Frente Amplio,764,3
Montevideo,38,ADA,Frente Amplio,959,1
Montevideo,38,ADA,Frente Amplio,1001,10
Montevideo,38,ADA,Frente Amplio,1303,1
Montevideo,38,ADA,Frente Amplio,1642,2
Montevideo,38,ADA,Frente Amplio,2121,11
Montevideo,38,ADA,Frente Amplio,3311,5
Montevideo,38,ADA,Frente Amplio,6009,8
Montevideo,38,ADA,Frente Amplio,7373,2
Montevideo,38,ADA,Frente Amplio,9393,1
Montevideo,38,ADA,Frente Amplio,99738,10
Montevideo,38,ADA,Frente Amplio,181563,1
Montevideo,38,ADA,Frente Amplio,775005,1
Montevideo,39,ADA,Frente Amplio,90,21
Montevideo,39,ADA,Frente Amplio,329,6
Montevideo,39,ADA,Frente Amplio,609,60
Montevideo,39,ADA,Frente Amplio,611,2
Montevideo,39,ADA,Frente Amplio,642,1
Montevideo,39,ADA,Frente Amplio,711,17
Montevideo,39,ADA,Frente Amplio,906,1
Montevideo,39,ADA,Frente Amplio,1001,6
Montevideo,39,ADA,Frente Amplio,1303,2
Montevideo,39,ADA,Frente Amplio,1419,1
Montevideo,39,ADA,Frente Amplio,1642,1
Montevideo,39,ADA,Frente Amplio,1968,1
Montevideo,39,ADA,Frente Amplio,2121,17
Montevideo,39,ADA,Frente Amplio,3311,11
Montevideo,39,ADA,Frente Amplio,6009,6
Montevideo,39,ADA,Frente Amplio,7373,5
Montevideo,39,ADA,Frente Amplio,99738,7
Montevideo,39,ADA,Frente Amplio,181563,1
Montevideo,39,ADA,Frente Amplio,775005,1
Montevideo,39,ADA,Frente Amplio,1813800,2
Montevideo,40,ADB,Frente Amplio,90,19
Montevideo,40,ADB,Frente Amplio,329,6
Montevideo,40,ADB,Frente Amplio,609,49
Montevideo,40,ADB,Frente Amplio,642,2
Montevideo,40,ADB,Frente Amplio,711,15
Montevideo,40,ADB,Frente Amplio,764,2
Montevideo,40,ADB,Frente Amplio,890,1
Montevideo,40,ADB,Frente Amplio,1001,7
Montevideo,40,ADB,Frente Amplio,1419,1
Montevideo,40,ADB,Frente Amplio,1642,4
Montevideo,40,ADB,Frente Amplio,1968,1
Montevideo,40,ADB,Frente Amplio,2121,22
Montevideo,40,ADB,Frente Amplio,3311,6
Montevideo,40,ADB,Frente Amplio,6009,5
Montevideo,40,ADB,Frente Amplio,7373,1
Montevideo,40,ADB,Frente Amplio,99738,9
Montevideo,41,AEA,Frente Amplio,90,13
Montevideo,41,AEA,Frente Amplio,329,6
Montevideo,41,AEA,Frente Amplio,609,18
Montevideo,41,AEA,Frente Amplio,711,7
Montevideo,41,AEA,Frente Amplio,871,1
Montevideo,41,AEA,Frente Amplio,1001,4
Montevideo,41,AEA,Frente Amplio,1642,1
Montevideo,41,AEA,Frente Amplio,2121,7
Montevideo,41,AEA,Frente Amplio,3311,9
Montevideo,41,AEA,Frente Amplio,99738,6
Montevideo,41,AEA,Frente Amplio,775005,1
Montevideo,42,AEA,Frente Amplio,90,17
Montevideo,42,AEA,Frente Amplio,329,6
Montevideo,42,AEA,Frente Amplio,609,29
Montevideo,42,AEA,Frente Amplio,611,2
Montevideo,42,AEA,Frente Amplio,711,17
Montevideo,42,AEA,Frente Amplio,890,1
Montevideo,42,AEA,Frente Amplio,1001,9
Montevideo,42,AEA,Frente Amplio,2121,13
Montevideo,42,AEA,Frente Amplio,3311,5
Montevideo,42,AEA,Frente Amplio,6009,3
Montevideo,42,AEA,Frente Amplio,7373,1
Montevideo,42,AEA,Frente Amplio,99738,4
Montevideo,42,AEA,Frente Amplio,775005,4
Montevideo,43,AEA,Frente Amplio,90,21
Montevideo,43,AEA,Frente Amplio,329,8
Montevideo,43,AEA,Frente Amplio,609,38
Montevideo,43,AEA,Frente Amplio,611,2
Montevideo,43,AEA,Frente Amplio,711,19
Montevideo,43,AEA,Frente Amplio,906,1
Montevideo,43,AEA,Frente Amplio,1001,8
Montevideo,43,AEA,Frente Amplio,1303,1
Montevideo,43,AEA,Frente Amplio,1642,1
Montevideo,43,AEA,Frente Amplio,2121,10
Montevideo,43,AEA,Frente Amplio,3311,5
Montevideo,43,AEA,Frente Amplio,6009,10
Montevideo,43,AEA,Frente Amplio,99738,8
Montevideo,43,AEA,Frente Amplio,181563,1
Montevideo,43,AEA,Frente Amplio,775005,10
Montevideo,44,AEA,Frente Amplio,90,24
Montevideo,44,AEA,Frente Amplio,329,6
Montevideo,44,AEA,Frente Amplio,609,42
Montevideo,44,AEA,Frente Amplio,642,2
Montevideo,44,AEA,Frente Amplio,711,21
Montevideo,44,AEA,Frente Amplio,764,1
Montevideo,44,AEA,Frente Amplio,906,1
Montevideo,44,AEA,Frente Amplio,1001,6
Montevideo,44,AEA,Frente Amplio,1303,5
Montevideo,44,AEA,Frente Amplio,1419,1
Montevideo,44,AEA,Frente Amplio,1642,1
Montevideo,44,AEA,Frente Amplio,1968,1
Montevideo,44,AEA,Frente Amplio,2121,21
Montevideo,44,AEA,Frente Amplio,3311,7
Montevideo,44,AEA,Frente Amplio,6009,5
Montevideo,44,AEA,Frente Amplio,7373,1
Montevideo,44,AEA,Frente Amplio,99738,3
Montevideo,44,AEA,Frente Amplio,775005,4
Montevideo,45,AEB,Frente Amplio,90,12
Montevideo,45,AEB,Frente Amplio,329,7
Montevideo,45,AEB,Frente Amplio,609,37
Montevideo,45,AEB,Frente Amplio,611,4
Montevideo,45,AEB,Frente Amplio,711,12
Montevideo,45,AEB,Frente Amplio,890,2
Montevideo,45,AEB,Frente Amplio,906,3
Montevideo,45,AEB,Frente Amplio,1001,15
Montevideo,45,AEB,Frente Amplio,1303,2
Montevideo,45,AEB,Frente Amplio,1419,2
Montevideo,45,AEB,Frente Amplio,2121,12
Montevideo,45,AEB,Frente Amplio,3311,5
Montevideo,45,AEB,Frente Amplio,6009,1
Montevideo,45,AEB,Frente Amplio,7373,1
Montevideo,45,AEB,Frente Amplio,99738,8
Montevideo,45,AEB,Frente Amplio,775005,5
Montevideo,46,AEB,Frente Amplio,90,10
Montevideo,46,AEB,Frente Amplio,329,10
Montevideo,46,AEB,Frente Amplio,609,59
Montevideo,46,AEB,Frente Amplio,611,4
Montevideo,46,AEB,Frente Amplio,642,1
Montevideo,46,AEB,Frente Amplio,711,27
Montevideo,46,AEB,Frente Amplio,764,1
Montevideo,46,AEB,Frente Amplio,906,3
Montevideo,46,AEB,Frente Amplio,959,1
Montevideo,46,AEB,Frente Amplio,1001,12
Montevideo,46,AEB,Frente Amplio,1642,3
Montevideo,46,AEB,Frente Amplio,1968,1
Montevideo,46,AEB,Frente Amplio,2121,12
Montevideo,46,AEB,Frente Amplio,3311,7
Montevideo,46,AEB,Frente Amplio,6009,8
Montevideo,46,AEB,Frente Amplio,7373,5
Montevideo,46,AEB,Frente Amplio,99738,6
Montevideo,46,AEB,Frente Amplio,775005,4
Montevideo,47,AFA,Frente Amplio,90,9
Montevideo,47,AFA,Frente Amplio,329,2
Montevideo,47,AFA,Frente Amplio,609,14
Montevideo,47,AFA,Frente Amplio,711,4
Montevideo,47,AFA,Frente Amplio,906,2
Montevideo,47,AFA,Frente Amplio,959,1
Montevideo,47,AFA,Frente Amplio,1001,3
Montevideo,47,AFA,Frente Amplio,1968,1
Montevideo,47,AFA,Frente Amplio,2121,12
Montevideo,47,AFA,Frente Amplio,3311,6
Montevideo,47,AFA,Frente Amplio,6009,1
Montevideo,47,AFA,Frente Amplio,7373,2
Montevideo,47,AFA,Frente Amplio,99738,7
Montevideo,47,AFA,Frente Amplio,775005,4
Montevideo,48,AFA,Frente Amplio,90,18
Montevideo,48,AFA,Frente Amplio,329,9
Montevideo,48,AFA,Frente Amplio,609,29
Montevideo,48,AFA,Frente Amplio,611,1
Montevideo,48,AFA,Frente Amplio,711,15
Montevideo,48,AFA,Frente Amplio,890,1
Montevideo,48,AFA,Frente Amplio,1001,4
Montevideo,48,AFA,Frente Amplio,2121,11
Montevideo,48,AFA,Frente Amplio,3311,7
Montevideo,48,AFA,Frente Amplio,6009,3
Montevideo,48,AFA,Frente Amplio,9393,1
Montevideo,48,AFA,Frente Amplio,99738,10
Montevideo,48,AFA,Frente Amplio,775005,2
Montevideo,48,AFA,Frente Amplio,1813800,1
Montevideo,49,AFA,Frente Amplio,90,13
Montevideo,49,AFA,Frente Amplio,329,2
Montevideo,49,AFA,Frente Amplio,609,33
Montevideo,49,AFA,Frente Amplio,642,2
Montevideo,49,AFA,Frente Amplio,711,12
Montevideo,49,AFA,Frente Amplio,906,1
Montevideo,49,AFA,Frente Amplio,1001,7
Montevideo,49,AFA,Frente Amplio,1642,1
Montevideo,49,AFA,Frente Amplio,2121,12
Montevideo,49,AFA,Frente Amplio,3311,11
Montevideo,49,AFA,Frente Amplio,6009,1
Montevideo,49,AFA,Frente Amplio,99738,6
Montevideo,49,AFA,Frente Amplio,181563,1
Montevideo,49,AFA,Frente Amplio,1813800,1
Montevideo,50,AFB,Frente Amplio,90,13
Montevideo,50,AFB,Frente Amplio,329,6
Montevideo,50,AFB,Frente Amplio,609,23
Montevideo,50,AFB,Frente Amplio,711,12
Montevideo,50,AFB,Frente Amplio,871,1
Montevideo,50,AFB,Frente Amplio,890,1
Montevideo,50,AFB,Frente Amplio,906,2
Montevideo,50,AFB,Frente Amplio,1001,2
Montevideo,50,AFB,Frente Amplio,1419,1
Montevideo,50,AFB,Frente Amplio,2121,16
Montevideo,50,AFB,Frente Amplio,3041,1
Montevideo,50,AFB,Frente Amplio,3311,7
Montevideo,50,AFB,Frente Amplio,6009,4
Montevideo,50,AFB,Frente Amplio,7373,3
Montevideo,50,AFB,Frente Amplio,99738,12
Montevideo,50,AFB,Frente Amplio,181563,1
Montevideo,50,AFB,Frente Amplio,775005,4
Montevideo,50,AFB,Frente Amplio,1813800,2
Montevideo,51,AGA,Frente Amplio,90,18
Montevideo,51,AGA,Frente Amplio,329,7
Montevideo,51,AGA,Frente Amplio,609,15
Montevideo,51,AGA,Frente Amplio,611,1
Montevideo,51,AGA,Frente Amplio,642,2
Montevideo,51,AGA,Frente Amplio,711,17
Montevideo,51,AGA,Frente Amplio,871,1
Montevideo,51,AGA,Frente Amplio,890,1
Montevideo,51,AGA,Frente Amplio,906,2
Montevideo,51,AGA,Frente Amplio,1001,7
Montevideo,51,AGA,Frente Amplio,1303,1
Montevideo,51,AGA,Frente Amplio,1419,4
Montevideo,51,AGA,Frente Amplio,2121,12
Montevideo,51,AGA,Frente Amplio,3311,6
Montevideo,51,AGA,Frente Amplio,6009,3
Montevideo,51,AGA,Frente Amplio,99738,3
Montevideo,51,AGA,Frente Amplio,775005,2
Montevideo,51,AGA,Frente Amplio,1813800,1
Montevideo,52,AGA,Frente Amplio,90,22
Montevideo,52,AGA,Frente Amplio,329,14
Montevideo,52,AGA,Frente Amplio,609,41
Montevideo,52,AGA,Frente Amplio,711,14
Montevideo,52,AGA,Frente Amplio,890,1
Montevideo,52,AGA,Frente Amplio,959,1
Montevideo,52,AGA,Frente Amplio,1001,11
Montevideo,52,AGA,Frente Amplio,1303,2
Montevideo,52,AGA,Frente Amplio,1419,1
Montevideo,52,AGA,Frente Amplio,1642,5
Montevideo,52,AGA,Frente Amplio,2121,19
Montevideo,52,AGA,Frente Amplio,3311,8
Montevideo,52,AGA,Frente Amplio,99738,9
Montevideo,52,AGA,Frente Amplio,775005,4
Montevideo,52,AGA,Frente Amplio,1813800,3
Montevideo,53,AGB,Frente Amplio,90,11
Montevideo,53,AGB,Frente Amplio,329,2
Montevideo,53,AGB,Frente Amplio,609,17
Montevideo,53,AGB,Frente Amplio,711,11
Montevideo,53,AGB,Frente Amplio,890,1
Montevideo,53,AGB,Frente Amplio,906,1
Montevideo,53,AGB,Frente Amplio,1001,9
Montevideo,53,AGB,Frente Amplio,1303,1
Montevideo,53,AGB,Frente Amplio,1642,1
Montevideo,53,AGB,Frente Amplio,2121,9
Montevideo,53,AGB,Frente Amplio,3311,5
Montevideo,53,AGB,Frente Amplio,6009,1
Montevideo,53,AGB,Frente Amplio,99738,4
Montevideo,53,AGB,Frente Amplio,775005,6
Montevideo,53,AGB,Frente Amplio,1813800,1
Montevideo,54,AGB,Frente Amplio,90,19
Montevideo,54,AGB,Frente Amplio,329,5
Montevideo,54,AGB,Frente Amplio,609,56
Montevideo,54,AGB,Frente Amplio,642,3
Montevideo,54,AGB,Frente Amplio,711,17
Montevideo,54,AGB,Frente Amplio,871,1
Montevideo,54,AGB,Frente Amplio,890,2
Montevideo,54,AGB,Frente Amplio,906,1
Montevideo,54,AGB,Frente Amplio,1001,10
Montevideo,54,AGB,Frente Amplio,1303,1
Montevideo,54,AGB,Frente Amplio,1642,1
Montevideo,54,AGB,Frente Amplio,2121,16
Montevideo,54,AGB,Frente Amplio,3311,9
Montevideo,54,AGB,Frente Amplio,6009,5
Montevideo,54,AGB,Frente Amplio,99738,3
Montevideo,54,AGB,Frente Amplio,775005,4
Montevideo,54,AGB,Frente Amplio,1813800,2
Montevideo,55,AGB,Frente Amplio,90,26
Montevideo,55,AGB,Frente Amplio,329,4
Montevideo,55,AGB,Frente Amplio,609,43
Montevideo,55,AGB,Frente Amplio,642,1
Montevideo,55,AGB,Frente Amplio,711,17
Montevideo,55,AGB,Frente Amplio,764,1
Montevideo,55,AGB,Frente Amplio,890,1
Montevideo,55,AGB,Frente Amplio,906,1
Montevideo,55,AGB,Frente Amplio,1001,7
Montevideo,55,AGB,Frente Amplio,1419,4
Montevideo,55,AGB,Frente Amplio,1642,1
Montevideo,55,AGB,Frente Amplio,1968,1
Montevideo,55,AGB,Frente Amplio,2121,17
Montevideo,55,AGB,Frente Amplio,3041,1
Montevideo,55,AGB,Frente Amplio,3311,13
Montevideo,55,AGB,Frente Amplio,6009,9
Montevideo,55,AGB,Frente Amplio,7152,1
Montevideo,55,AGB,Frente Amplio,7373,2
Montevideo,55,AGB,Frente Amplio,9393,1
Montevideo,55,AGB,Frente Amplio,99738,4
Montevideo,55,AGB,Frente Amplio,181563,1
Montevideo,55,AGB,Frente Amplio,775005,3
Montevideo,55,AGB,Frente Amplio,1813800,1
Montevideo,56,AHA,Frente Amplio,90,15
Montevideo,56,AHA,Frente Amplio,329,3
Montevideo,56,AHA,Frente Amplio,609,14
Montevideo,56,AHA,Frente Amplio,711,3
Montevideo,56,AHA,Frente Amplio,764,1
Montevideo,56,AHA,Frente Amplio,1001,1
Montevideo,56,AHA,Frente Amplio,1303,1
Montevideo,56,AHA,Frente Amplio,1419,1
Montevideo,56,AHA,Frente Amplio,1968,1
Montevideo,56,AHA,Frente Amplio,2121,4
Montevideo,56,AHA,Frente Amplio,3311,7
Montevideo,56,AHA,Frente Amplio,6009,1
Montevideo,56,AHA,Frente Amplio,99738,6
Montevideo,56,AHA,Frente Amplio,775005,3
Montevideo,57,AHA,Frente Amplio,90,18
Montevideo,57,AHA,Frente Amplio,329,1
Montevideo,57,AHA,Frente Amplio,609,36
Montevideo,57,AHA,Frente Amplio,711,8
Montevideo,57,AHA,Frente Amplio,764,1
Montevideo,57,AHA,Frente Amplio,1001,6
Montevideo,57,AHA,Frente Amplio,1303,2
Montevideo,57,AHA,Frente Amplio,1642,2
Montevideo,57,AHA,Frente Amplio,2121,7
Montevideo,57,AHA,Frente Amplio,3041,1
Montevideo,57,AHA,Frente Amplio,3311,2
Montevideo,57,AHA,Frente Amplio,6009,4
Montevideo,57,AHA,Frente Amplio,7373,2
Montevideo,57,AHA,Frente Amplio,99738,8
Montevideo,57,AHA,Frente Amplio,775005,2
Montevideo,57,AHA,Frente Amplio,1813800,3
Montevideo,58,AHA,Frente Amplio,90,22
Montevideo,58,AHA,Frente Amplio,329,3
Montevideo,58,AHA,Frente Amplio,609,24
Montevideo,58,AHA,Frente Amplio,642,6
Montevideo,58,AHA,Frente Amplio,711,15
Montevideo,58,AHA,Frente Amplio,890,2
Montevideo,58,AHA,Frente Amplio,1001,9
Montevideo,58,AHA,Frente Amplio,1303,1
Montevideo,58,AHA,Frente Amplio,1419,1
Montevideo,58,AHA,Frente Amplio,1642,3
Montevideo,58,AHA,Frente Amplio,1968,1
Montevideo,58,AHA,Frente Amplio,2121,8
Montevideo,58,AHA,Frente Amplio,3311,9
Montevideo,58,AHA,Frente Amplio,6009,8
Montevideo,58,AHA,Frente Amplio,7373,1
Montevideo,58,AHA,Frente Amplio,99738,5
Montevideo,58,AHA,Frente Amplio,775005,2
Montevideo,59,AHA,Frente Amplio,90,25
Montevideo,59,AHA,Frente Amplio,329,8
Montevideo,59,AHA,Frente Amplio,609,30
Montevideo,59,AHA,Frente Amplio,642,3
Montevideo,59,AHA,Frente Amplio,711,26
Montevideo,59,AHA,Frente Amplio,764,1
Montevideo,59,AHA,Frente Amplio,871,1
Montevideo,59,AHA,Frente Amplio,1001,3
Montevideo,59,AHA,Frente Amplio,1419,1
Montevideo,59,AHA,Frente Amplio,2121,14
Montevideo,59,AHA,Frente Amplio,3041,1
Montevideo,59,AHA,Frente Amplio,3311,3
Montevideo,59,AHA,Frente Amplio,6009,3
Montevideo,59,AHA,Frente Amplio,7373,4
Montevideo,59,AHA,Frente Amplio,9393,2
Montevideo,59,AHA,Frente Amplio,99738,6
Montevideo,59,AHA,Frente Amplio,775005,5
Montevideo,60,AHB,Frente Amplio,90,15
Montevideo,60,AHB,Frente Amplio,329,1
Montevideo,60,AHB,Frente Amplio,609,21
Montevideo,60,AHB,Frente Amplio,611,1
Montevideo,60,AHB,Frente Amplio,711,18
Montevideo,60,AHB,Frente Amplio,906,1
Montevideo,60,AHB,Frente Amplio,1001,4
Montevideo,60,AHB,Frente Amplio,1642,3
Montevideo,60,AHB,Frente Amplio,2121,12
Montevideo,60,AHB,Frente Amplio,3311,6
Montevideo,60,AHB,Frente Amplio,6009,5
Montevideo,60,AHB,Frente Amplio,7373,1
Montevideo,60,AHB,Frente Amplio,99738,6
Montevideo,60,AHB,Frente Amplio,775005,1
Montevideo,61,AHB,Frente Amplio,90,13
Montevideo,61,AHB,Frente Amplio,329,7
Montevideo,61,AHB,Frente Amplio,609,44
Montevideo,61,AHB,Frente Amplio,611,1
Montevideo,61,AHB,Frente Amplio,711,35
Montevideo,61,AHB,Frente Amplio,906,2
Montevideo,61,AHB,Frente Amplio,959,1
Montevideo,61,AHB,Frente Amplio,1001,10
Montevideo,61,AHB,Frente Amplio,1303,1
Montevideo,61,AHB,Frente Amplio,1642,1
Montevideo,61,AHB,Frente Amplio,1968,1
Montevideo,61,AHB,Frente Amplio,2121,15
Montevideo,61,AHB,Frente Amplio,3311,3
Montevideo,61,AHB,Frente Amplio,6009,4
Montevideo,61,AHB,Frente Amplio,7373,1
Montevideo,61,AHB,Frente Amplio,99738,8
Montevideo,61,AHB,Frente Amplio,775005,6
Montevideo,62,AHB,Frente Amplio,90,27
Montevideo,62,AHB,Frente Amplio,329,15
Montevideo,62,AHB,Frente Amplio,609,65
Montevideo,62,AHB,Frente Amplio,711,30
Montevideo,62,AHB,Frente Amplio,871,1
Montevideo,62,AHB,Frente Amplio,890,1
Montevideo,62,AHB,Frente Amplio,906,2
Montevideo,62,AHB,Frente Amplio,1001,11
Montevideo,62,AHB,Frente Amplio,1419,1
Montevideo,62,AHB,Frente Amplio,2121,14
Montevideo,62,AHB,Frente Amplio,3311,13
Montevideo,62,AHB,Frente Amplio,6009,1
Montevideo,62,AHB,Frente Amplio,7373,3
Montevideo,62,AHB,Frente Amplio,99738,9
Montevideo,62,AHB,Frente Amplio,775005,3
Montevideo,63,AIA,Frente Amplio,90,15
Montevideo,63,AIA,Frente Amplio,329,4
Montevideo,63,AIA,Frente Amplio,609,13
Montevideo,63,AIA,Frente Amplio,611,1
Montevideo,63,AIA,Frente Amplio,642,2
Montevideo,63,AIA,Frente Amplio,711,16
Montevideo,63,AIA,Frente Amplio,764,1
Montevideo,63,AIA,Frente Amplio,906,1
Montevideo,63,AIA,Frente Amplio,959,1
Montevideo,63,AIA,Frente Amplio,1001,2
Montevideo,63,AIA,Frente Amplio,2121,17
Montevideo,63,AIA,Frente Amplio,3311,4
Montevideo,63,AIA,Frente Amplio,99738,10
Montevideo,63,AIA,Frente Amplio,775005,3
Montevideo,63,AIA,Frente Amplio,1813800,2
Montevideo,64,AIA,Frente Amplio,90,12
Montevideo,64,AIA,Frente Amplio,329,8
Montevideo,64,AIA,Frente Amplio,609,27
Montevideo,64,AIA,Frente Amplio,611,2
Montevideo,64,AIA,Frente Amplio,711,11
Montevideo,64,AIA,Frente Amplio,764,2
Montevideo,64,AIA,Frente Amplio,959,2
Montevideo,64,AIA,Frente Amplio,1001,11
Montevideo,64,AIA,Frente Amplio,1303,2
Montevideo,64,AIA,Frente Amplio,1419,1
Montevideo,64,AIA,Frente Amplio,1642,2
Montevideo,64,AIA,Frente Amplio,2121,19
Montevideo,64,AIA,Frente Amplio,3311,8
Montevideo,64,AIA,Frente Amplio,6009,2
Montevideo,64,AIA,Frente Amplio,7373,1
Montevideo,64,AIA,Frente Amplio,99738,9
Montevideo,64,AIA,Frente Amplio,775005,5
Montevideo,64,AIA,Frente Amplio,1813800,1
Montevideo,65,AIA,Frente Amplio,90,16
Montevideo,65,AIA,Frente Amplio,329,10
Montevideo,65,AIA,Frente Amplio,609,31
Montevideo,65,AIA,Frente Amplio,642,1
Montevideo,65,AIA,Frente Amplio,711,14
Montevideo,65,AIA,Frente Amplio,906,1
Montevideo,65,AIA,Frente Amplio,1001,5
Montevideo,65,AIA,Frente Amplio,1303,2
Montevideo,65,AIA,Frente Amplio,1419,1
Montevideo,65,AIA,Frente Amplio,1642,1
Montevideo,65,AIA,Frente Amplio,2121,11
Montevideo,65,AIA,Frente Amplio,3311,13
Montevideo,65,AIA,Frente Amplio,6009,4
Montevideo,65,AIA,Frente Amplio,7373,1
Montevideo,65,AIA,Frente Amplio,9393,1
Montevideo,65,AIA,Frente Amplio,99738,6
Montevideo,65,AIA,Frente Amplio,181563,1
Montevideo,65,AIA,Frente Amplio,775005,3
Montevideo,65,AIA,Frente Amplio,1813800,1
Montevideo,66,AIA,Frente Amplio,90,23
Montevideo,66,AIA,Frente Amplio,329,9
Montevideo,66,AIA,Frente Amplio,609,35
Montevideo,66,AIA,Frente Amplio,611,1
Montevideo,66,AIA,Frente Amplio,711,20
Montevideo,66,AIA,Frente Amplio,906,3
Montevideo,66,AIA,Frente Amplio,1001,9
Montevideo,66,AIA,Frente Amplio,1303,3
Montevideo,66,AIA,Frente Amplio,1419,1
Montevideo,66,AIA,Frente Amplio,1642,3
Montevideo,66,AIA,Frente Amplio,2121,21
Montevideo,66,AIA,Frente Amplio,3311,8
Montevideo,66,AIA,Frente Amplio,6009,4
Montevideo,66,AIA,Frente Amplio,7373,2
Montevideo,66,AIA,Frente Amplio,99738,6
Montevideo,66,AIA,Frente Amplio,1813800,1
Montevideo,67,AIA,Frente Amplio,90,12
Montevideo,67,AIA,Frente Amplio,329,7
Montevideo,67,AIA,Frente Amplio,609,28
Montevideo,67,AIA,Frente Amplio,642,1
Montevideo,67,AIA,Frente Amplio,711,19
Montevideo,67,AIA,Frente Amplio,906,2
Montevideo,67,AIA,Frente Amplio,1001,4
Montevideo,67,AIA,Frente Amplio,1303,2
Montevideo,67,AIA,Frente Amplio,1419,1
Montevideo,67,AIA,Frente Amplio,1642,2
Montevideo,67,AIA,Frente Amplio,2121,19
Montevideo,67,AIA,Frente Amplio,3311,7
Montevideo,67,AIA,Frente Amplio,6009,2
Montevideo,67,AIA,Frente Amplio,99738,9
Montevideo,67,AIA,Frente Amplio,775005,4
Montevideo,67,AIA,Frente Amplio,1813800,1
Montevideo,68,AIA,Frente Amplio,90,16
Montevideo,68,AIA,Frente Amplio,329,9
Montevideo,68,AIA,Frente Amplio,609,40
Montevideo,68,AIA,Frente Amplio,611,1
Montevideo,68,AIA,Frente Amplio,642,4
